# {"env_id": "Acrobot-v1", "t_start": 1587197423.0972664} 
r,l,t
-500.0,500,2.031812
-500.0,500,2.330868
-500.0,500,4.665769
-500.0,500,6.897505
-500.0,500,9.142087
-500.0,500,11.38551
-500.0,500,13.627836
-500.0,500,15.870385
-410.0,411,17.718007
-319.0,320,19.157109
-394.0,395,20.93486
-223.0,224,21.941213
-287.0,288,23.23467
-411.0,412,25.084039
-349.0,350,26.658905
-379.0,380,28.366643
-500.0,500,30.614452
-465.0,466,32.70584
-500.0,500,34.954274
-449.0,450,36.98298
-500.0,500,39.233718
-500.0,500,41.480726
-500.0,500,43.73792
-500.0,500,45.991922
-425.0,426,47.910361
-178.0,179,48.720419
-327.0,328,50.198733
-251.0,252,51.334238
-157.0,158,52.047571
-109.0,110,52.544951
-146.0,147,53.207817
-189.0,190,54.069436
-185.0,186,54.908256
-125.0,126,55.476937
-200.0,201,56.38475
-136.0,137,57.004527
-500.0,500,59.260911
-500.0,500,61.517426
-500.0,500,63.777275
-500.0,500,66.037634
-500.0,500,68.287592
-221.0,222,69.285267
-251.0,252,70.417998
-173.0,174,71.202344
-500.0,500,73.458217
-500.0,500,75.709664
-500.0,500,77.964926
-500.0,500,80.214022
-339.0,340,81.744045
-95.0,96,82.175835
-104.0,105,82.649267
-500.0,500,84.903268
-500.0,500,87.149626
-500.0,500,89.408694
-500.0,500,91.668873
-500.0,500,93.926518
-500.0,500,96.183884
-436.0,437,98.158667
-109.0,110,98.657033
-469.0,470,100.78566
-319.0,320,102.232416
-458.0,459,104.30753
-479.0,480,106.477053
-500.0,500,108.744761
-500.0,500,111.006384
-209.0,210,111.961586
-456.0,457,114.027866
-146.0,147,114.694217
-173.0,174,115.483358
-211.0,212,116.442769
-136.0,137,117.063057
-213.0,214,118.030833
-213.0,214,118.997667
-124.0,125,119.56434
-102.0,103,120.031655
-168.0,169,120.79656
-112.0,113,121.307652
-197.0,198,122.208465
-182.0,183,123.036155
-103.0,104,123.506497
-104.0,105,123.983212
-146.0,147,124.6509
-107.0,108,125.143209
-99.0,100,125.59606
-157.0,158,126.312476
-85.0,86,126.702554
-97.0,98,127.149875
-93.0,94,127.575861
-102.0,103,128.044007
-115.0,116,128.569984
-82.0,83,128.946229
-173.0,174,129.735534
-227.0,228,130.769954
-311.0,312,132.188363
-115.0,116,132.71717
-210.0,211,133.67595
-89.0,90,134.0843
-106.0,107,134.570415
-100.0,101,135.030623
-106.0,107,135.516984
-98.0,99,135.968035
-84.0,85,136.353818
-89.0,90,136.76165
-95.0,96,137.197579
-74.0,75,137.539284
-75.0,76,137.886794
-93.0,94,138.317655
-82.0,83,138.696825
-82.0,83,139.074627
-316.0,317,140.515951
-500.0,500,142.791694
-174.0,175,143.58607
-126.0,127,144.164181
-270.0,271,145.399151
-123.0,124,145.96376
-82.0,83,146.342041
-78.0,79,146.703736
-133.0,134,147.314778
-75.0,76,147.662501
-75.0,76,148.008099
-64.0,65,148.304888
-75.0,76,148.651901
-71.0,72,148.980785
-63.0,64,149.273709
-352.0,353,150.885193
-109.0,110,151.387835
-206.0,207,152.329366
-153.0,154,153.028041
-157.0,158,153.745412
