% time spent exploring,episodes,mean 100 episode reward,steps
2,100,-306.4,30397
2,200,-138.1,44301
2,300,-87.8,53180
2,400,-92.5,62529
2,500,-88.0,71426
2,600,-85.3,80056
2,700,-84.7,88628
2,800,-101.9,98916
