# {"env_id": "Acrobot-v1", "t_start": 1587629538.4176564} 
r,l,t
-500.0,500,2.0051
-500.0,500,2.297686
-500.0,500,4.603589
-500.0,500,6.82771
-500.0,500,9.058053
-500.0,500,11.28509
-500.0,500,13.513258
-500.0,500,15.738645
-500.0,500,17.969252
-396.0,397,19.736768
-259.0,260,20.900208
-310.0,311,22.287125
-258.0,259,23.440562
-313.0,314,24.839836
-260.0,261,26.00272
-500.0,500,28.2308
-352.0,353,29.809179
-309.0,310,31.191151
-200.0,201,32.087243
-263.0,264,33.266815
-289.0,290,34.561154
-163.0,164,35.292868
-152.0,153,35.977284
-145.0,146,36.628434
-145.0,146,37.280139
-149.0,150,37.951316
-104.0,105,38.421035
-475.0,476,40.550488
-427.0,428,42.464202
-334.0,335,43.968302
-460.0,461,46.040851
-221.0,222,47.039564
-341.0,342,48.580868
-323.0,324,50.035694
-437.0,438,52.004265
-500.0,500,54.26191
-500.0,500,56.513262
-164.0,165,57.25425
-352.0,353,58.842199
-500.0,500,61.091851
-178.0,179,61.900873
-296.0,297,63.242324
-255.0,256,64.395551
-101.0,102,64.854267
-125.0,126,65.421196
-112.0,113,65.932261
-500.0,500,68.195395
-500.0,500,70.455693
-500.0,500,72.72305
-500.0,500,74.990574
-430.0,431,76.947309
-500.0,500,79.214965
-500.0,500,81.483127
-500.0,500,83.750734
-500.0,500,86.011091
-500.0,500,88.272778
-399.0,400,90.08437
-351.0,352,91.674542
-500.0,500,93.933986
-500.0,500,96.19737
-500.0,500,98.461227
-500.0,500,100.720557
-500.0,500,102.982873
-500.0,500,105.246891
-500.0,500,107.510141
-500.0,500,109.771837
-500.0,500,112.038385
-338.0,339,113.568868
-191.0,192,114.439678
-145.0,146,115.103154
-500.0,500,117.365798
-93.0,94,117.7916
-298.0,299,119.150074
-419.0,420,121.052253
-500.0,500,123.319541
-500.0,500,125.587644
-299.0,300,126.950299
-76.0,77,127.300152
-74.0,75,127.639262
-84.0,85,128.024199
-84.0,85,128.411105
-75.0,76,128.756389
-89.0,90,129.163451
-102.0,103,129.630167
-334.0,335,131.15032
-288.0,289,132.459314
-500.0,500,134.729216
-183.0,184,135.563421
-457.0,458,137.640971
-131.0,132,138.240551
-81.0,82,138.615487
-87.0,88,139.013676
-68.0,69,139.325778
-89.0,90,139.734195
-93.0,94,140.163257
-75.0,76,140.50836
-154.0,155,141.211329
-107.0,108,141.701971
-91.0,92,142.121951
-209.0,210,143.078987
-266.0,267,144.293533
-222.0,223,145.306413
-227.0,228,146.344832
-252.0,253,147.496132
-209.0,210,148.455116
-105.0,106,148.93799
-95.0,96,149.37527
-131.0,132,149.977367
-95.0,96,150.417334
-91.0,92,150.840338
-99.0,100,151.296052
-77.0,78,151.651114
-113.0,114,152.170429
-90.0,91,152.585747
-98.0,99,153.035084
-81.0,82,153.408474
-101.0,102,153.876919
-242.0,243,154.98466
-213.0,214,155.958798
-194.0,195,156.845816
-284.0,285,158.141621
-105.0,106,158.622947
-266.0,267,159.834685
-120.0,121,160.384312
-90.0,91,160.797306
-75.0,76,161.146182
-156.0,157,161.860301
