% time spent exploring,episodes,mean 100 episode reward,steps
2,100,-322.8,32016
2,200,-112.1,43325
2,300,-85.7,51994
2,400,-87.9,60881
2,500,-82.7,69251
2,600,-88.5,78198
2,700,-86.3,86927
2,800,-81.5,95176
