# {"t_start": 1587312646.0269575, "env_id": "CartPole-v0"} 
r,l,t
27.0,27,1.199951
10.0,10,1.27521
30.0,30,1.298671
13.0,13,1.309855
14.0,14,1.320848
20.0,20,1.338244
27.0,27,1.364787
22.0,22,1.387678
18.0,18,1.405165
15.0,15,1.422459
26.0,26,1.445819
36.0,36,1.484758
45.0,45,1.52689
12.0,12,1.537208
27.0,27,1.562204
18.0,18,1.578236
11.0,11,1.586133
35.0,35,1.613323
13.0,13,1.624882
12.0,12,1.633357
47.0,47,1.669157
36.0,36,1.699011
12.0,12,1.707694
28.0,28,1.730317
71.0,71,1.791456
14.0,14,1.803778
11.0,11,1.815683
20.0,20,1.832245
26.0,26,1.854404
18.0,18,1.871062
24.0,24,1.89168
26.0,26,1.914683
12.0,12,1.927259
43.0,43,1.9633
19.0,19,1.979503
13.0,13,1.989739
21.0,21,2.008345
8.0,8,2.014786
10.0,10,2.022763
14.0,14,2.035759
51.0,51,2.077986
30.0,30,2.103703
25.0,25,2.125349
22.0,22,2.144317
11.0,11,2.152568
41.0,41,2.186682
57.0,57,2.235349
37.0,37,2.266062
12.0,12,2.277328
25.0,25,2.296493
18.0,18,2.313069
13.0,13,2.322995
17.0,17,2.339636
16.0,16,2.351872
13.0,13,2.36447
22.0,22,2.383874
23.0,23,2.402371
29.0,29,2.426987
14.0,14,2.440893
23.0,23,2.458133
25.0,25,2.478377
30.0,30,2.503896
20.0,20,2.524462
11.0,11,2.532739
10.0,10,2.54006
10.0,10,2.549568
19.0,19,2.563478
19.0,19,2.579529
18.0,18,2.592642
13.0,13,2.604126
40.0,40,2.635201
15.0,15,2.649127
15.0,15,2.660104
13.0,13,2.669712
29.0,29,2.693036
41.0,41,2.727546
11.0,11,2.735253
35.0,35,2.764564
15.0,15,2.776006
15.0,15,2.789518
18.0,18,2.805129
24.0,24,2.822822
18.0,18,2.838421
18.0,18,2.851734
15.0,15,2.865845
16.0,16,2.878425
25.0,25,2.899698
22.0,22,2.92072
15.0,15,2.933593
9.0,9,2.943797
11.0,11,2.952391
11.0,11,2.961987
11.0,11,2.975448
11.0,11,2.98591
31.0,31,3.018925
16.0,16,3.033016
19.0,19,3.052976
28.0,28,3.079428
37.0,37,3.111445
14.0,14,3.121578
13.0,13,3.132984
10.0,10,3.140387
20.0,20,3.157603
23.0,23,3.176651
19.0,19,3.190385
16.0,16,3.203556
15.0,15,3.214382
9.0,9,3.221013
23.0,23,3.239787
38.0,38,3.271759
20.0,20,3.289814
14.0,14,3.300538
17.0,17,3.317386
14.0,14,3.328622
13.0,13,3.341669
13.0,13,3.351334
24.0,24,3.372969
23.0,23,3.393234
21.0,21,3.409307
35.0,35,3.439223
17.0,17,3.455306
18.0,18,3.469475
15.0,15,3.485968
29.0,29,3.514342
20.0,20,3.530882
35.0,35,3.562922
11.0,11,3.574385
21.0,21,3.598733
16.0,16,3.616112
20.0,20,3.637053
23.0,23,3.655884
15.0,15,3.670013
33.0,33,3.699081
20.0,20,3.718236
31.0,31,3.743276
16.0,16,3.759965
19.0,19,3.780458
14.0,14,3.791942
12.0,12,3.801846
15.0,15,3.816198
39.0,39,3.850354
16.0,16,3.866036
13.0,13,3.876348
14.0,14,3.887886
37.0,37,3.923291
17.0,17,3.936508
16.0,16,3.951557
33.0,33,3.980016
12.0,12,3.989707
20.0,20,4.009571
14.0,14,4.021962
12.0,12,4.03146
24.0,24,4.053456
11.0,11,4.065646
17.0,17,4.080626
20.0,20,4.102567
24.0,24,4.126152
21.0,21,4.144342
18.0,18,4.160322
16.0,16,4.172046
10.0,10,4.17938
11.0,11,4.190176
17.0,17,4.202599
19.0,19,4.219157
28.0,28,4.243802
23.0,23,4.265929
41.0,41,4.302463
16.0,16,4.315942
37.0,37,4.349511
11.0,11,4.361308
22.0,22,4.38079
21.0,21,4.397208
19.0,19,4.415693
41.0,41,4.450581
16.0,16,4.465579
10.0,10,4.473545
14.0,14,4.484366
14.0,14,4.497672
17.0,17,4.51047
11.0,11,4.520962
14.0,14,4.531612
40.0,40,4.567147
14.0,14,4.580062
36.0,36,4.609646
19.0,19,4.624137
27.0,27,4.646388
21.0,21,4.666475
10.0,10,4.675349
9.0,9,4.687871
17.0,17,4.708851
24.0,24,4.740102
33.0,33,4.76988
21.0,21,4.790885
28.0,28,4.814906
15.0,15,4.829736
26.0,26,4.857849
32.0,32,4.89553
17.0,17,4.916649
11.0,11,4.933048
26.0,26,4.959392
33.0,33,4.993996
33.0,33,5.026941
