% time spent exploring,episodes,mean 100 episode reward,steps
2,100,-336.8,33390
2,200,-101.8,43669
2,300,-87.0,52468
2,400,-90.4,61607
2,500,-98.7,71580
2,600,-91.8,80862
2,700,-110.3,91988
