# {"t_start": 1587569618.7695374, "env_id": "Acrobot-v1"} 
r,l,t
-355.0,356,2.195232
-500.0,500,3.372842
-500.0,500,4.76628
-500.0,500,6.117358
-500.0,500,7.436018
-500.0,500,8.585719
-500.0,500,9.741337
-500.0,500,11.039167
-500.0,500,12.240965
-500.0,500,13.372876
-500.0,500,14.502565
-500.0,500,15.664225
-500.0,500,16.993186
-500.0,500,18.096924
-500.0,500,19.388761
-500.0,500,20.58914
-500.0,500,21.781481
-500.0,500,23.065365
-500.0,500,24.353568
-500.0,500,25.620742
-500.0,500,26.950747
-500.0,500,28.114463
-500.0,500,29.531037
-500.0,500,30.759299
-500.0,500,31.896332
-500.0,500,33.191864
-500.0,500,34.535618
-500.0,500,35.777395
-500.0,500,37.059486
-500.0,500,38.245794
-500.0,500,39.553459
-500.0,500,40.708721
-500.0,500,41.800421
-500.0,500,43.029579
-500.0,500,44.216284
-500.0,500,45.302795
-500.0,500,46.330471
-500.0,500,47.56286
-500.0,500,48.837722
-500.0,500,50.099458
-500.0,500,51.236516
-500.0,500,52.429934
-500.0,500,53.574854
-500.0,500,54.78806
-500.0,500,55.841185
-500.0,500,56.995541
-500.0,500,58.197513
-500.0,500,59.133827
-500.0,500,60.20303
-500.0,500,61.287921
-500.0,500,62.402509
-500.0,500,63.6669
-500.0,500,64.685768
-500.0,500,65.951183
-500.0,500,67.198028
-500.0,500,68.418344
-500.0,500,69.519186
-500.0,500,70.662277
-500.0,500,71.805125
-500.0,500,72.893005
-500.0,500,74.01159
-500.0,500,75.222302
-500.0,500,76.488867
-500.0,500,77.704041
-500.0,500,78.951772
-455.0,456,80.002297
-326.0,327,80.871647
-500.0,500,82.077583
-500.0,500,83.233337
-500.0,500,84.401875
-500.0,500,85.567897
-500.0,500,86.672188
-500.0,500,87.851392
-500.0,500,88.902616
-500.0,500,89.97056
-500.0,500,91.207427
-500.0,500,92.355232
-500.0,500,93.402996
-500.0,500,94.707695
-500.0,500,95.760088
-500.0,500,96.885004
-500.0,500,98.044462
-500.0,500,99.249854
-451.0,452,100.295807
-500.0,500,101.574136
-500.0,500,102.771238
-500.0,500,103.910874
-500.0,500,105.082903
-500.0,500,106.245297
-500.0,500,107.43073
-500.0,500,108.848734
-500.0,500,109.956529
-500.0,500,111.096485
-500.0,500,112.250513
-500.0,500,113.417122
-500.0,500,114.614048
-500.0,500,115.697747
-500.0,500,116.815617
-500.0,500,118.014282
-500.0,500,119.148251
-500.0,500,120.195051
-500.0,500,121.263517
-500.0,500,122.494749
-500.0,500,123.629897
-500.0,500,124.795579
-500.0,500,125.848743
-500.0,500,127.01795
-500.0,500,128.110906
-500.0,500,129.206877
