eplenmean,eprewmean,explained_variance,fps,nupdates,policy_entropy,total_timesteps,value_loss
nan,nan,-0.0022389888763427734,101,1,1.0986113548278809,32,289.6861572265625
476.0,-475.8333333333333,0.007004201412200928,390,100,1.0986104011535645,3200,274.68359375
488.9230769230769,-488.84615384615387,0.0012238025665283203,400,200,1.0986112356185913,6400,297.01812744140625
492.42105263157896,-492.36842105263156,0.03462952375411987,403,300,1.0986113548278809,9600,278.2515563964844
494.24,-494.2,0.0377386212348938,401,400,1.09861159324646,12800,275.6590576171875
495.5,-495.46875,-0.0018843412399291992,401,500,1.0986111164093018,16000,268.29888916015625
496.2105263157895,-496.1842105263158,-0.026683330535888672,405,600,1.0986088514328003,19200,283.5062561035156
496.8,-496.77777777777777,-0.021884918212890625,408,700,1.0986063480377197,22400,288.7845458984375
497.1764705882353,-497.15686274509807,0.03007185459136963,413,800,1.0986039638519287,25600,274.81695556640625
497.4736842105263,-497.4561403508772,0.01084434986114502,414,900,1.0986015796661377,28800,276.31182861328125
497.75,-497.734375,0.0009360909461975098,415,1000,1.098593831062317,32000,263.3357238769531
494.9154929577465,-494.8732394366197,0.03689032793045044,416,1100,1.098496437072754,35200,262.69110107421875
495.31168831168833,-495.27272727272725,0.05475795269012451,418,1200,1.0985206365585327,38400,252.69091796875
495.1309523809524,-495.0833333333333,-0.06670928001403809,419,1300,1.0984156131744385,41600,75.93899536132812
495.4555555555556,-495.4111111111111,0.00595545768737793,419,1400,1.0984208583831787,44800,212.07876586914062
495.7395833333333,-495.6979166666667,0.06607365608215332,419,1500,1.0975890159606934,48000,269.0780029296875
497.35,-497.32,0.012141585350036621,420,1600,1.0977041721343994,51200,232.34642028808594
497.35,-497.32,0.04630368947982788,422,1700,1.097917079925537,54400,234.39578247070312
497.35,-497.32,0.3074198365211487,422,1800,1.0974078178405762,57600,29.673625946044922
496.56,-496.52,0.058757901191711426,423,1900,1.095101237297058,60800,226.97125244140625
496.56,-496.52,0.21737897396087646,424,2000,1.0969226360321045,64000,220.25802612304688
496.56,-496.52,-0.015378594398498535,425,2100,1.0962932109832764,67200,219.7293701171875
496.56,-496.52,0.022439301013946533,424,2200,1.0972588062286377,70400,223.6887664794922
496.56,-496.52,0.008371412754058838,425,2300,1.0945554971694946,73600,209.26100158691406
496.56,-496.52,0.02922654151916504,427,2400,1.0909836292266846,76800,206.1853485107422
496.56,-496.52,-0.4797781705856323,427,2500,1.0924324989318848,80000,283.2027282714844
498.73,-498.71,0.0228918194770813,428,2600,1.0792739391326904,83200,199.1730194091797
498.73,-498.71,-0.21814942359924316,428,2700,1.0831048488616943,86400,239.1142120361328
498.73,-498.71,-0.0015468597412109375,429,2800,1.0729238986968994,89600,194.4136199951172
499.21,-499.2,-0.006013154983520508,429,2900,1.0752060413360596,92800,193.0926055908203
499.21,-499.2,-0.12568509578704834,429,3000,1.0846035480499268,96000,205.87989807128906
498.17,-498.15,0.0342867374420166,430,3100,1.0928902626037598,99200,194.82022094726562
498.17,-498.15,-0.1561673879623413,430,3200,1.0852019786834717,102400,193.79635620117188
498.17,-498.15,0.0845610499382019,430,3300,1.0886008739471436,105600,135.97991943359375
498.17,-498.15,-0.03353166580200195,431,3400,1.0815415382385254,108800,171.25868225097656
498.96,-498.95,0.010670185089111328,431,3500,1.0841479301452637,112000,173.10589599609375
498.96,-498.95,0.003044307231903076,431,3600,1.0806620121002197,115200,169.40982055664062
498.96,-498.95,-0.10536277294158936,431,3700,1.0657947063446045,118400,165.22279357910156
497.69,-497.67,0.026142656803131104,432,3800,1.0675199031829834,121600,174.47506713867188
497.69,-497.67,0.013503313064575195,431,3900,1.0712437629699707,124800,165.82745361328125
497.69,-497.67,0.009276390075683594,432,4000,1.0702638626098633,128000,174.86880493164062
497.69,-497.67,0.01716536283493042,432,4100,1.059370756149292,131200,143.26654052734375
497.69,-497.67,0.007767438888549805,432,4200,1.0497843027114868,134400,155.31600952148438
497.69,-497.67,-0.000774383544921875,432,4300,1.0566203594207764,137600,153.28814697265625
497.69,-497.67,0.1901504397392273,432,4400,1.0574537515640259,140800,166.02163696289062
497.69,-497.67,0.00016826391220092773,432,4500,1.045135498046875,144000,147.9292449951172
497.69,-497.67,-0.2852611541748047,432,4600,1.042297601699829,147200,211.787353515625
498.73,-498.72,0.008417725563049316,432,4700,1.0329179763793945,150400,142.53240966796875
498.73,-498.72,-0.011033415794372559,433,4800,1.0530890226364136,153600,140.88775634765625
498.73,-498.72,0.0016070008277893066,432,4900,1.071032166481018,156800,260.8712158203125
498.73,-498.72,-0.00891876220703125,432,5000,1.0750648975372314,160000,137.0096893310547
498.73,-498.72,0.007112562656402588,433,5100,1.0665783882141113,163200,135.60227966308594
498.73,-498.72,-0.0009329319000244141,433,5200,1.0691657066345215,166400,132.22219848632812
498.73,-498.72,-0.012700796127319336,433,5300,1.0514805316925049,169600,130.1018524169922
