% time spent exploring,episodes,mean 100 episode reward,steps
2,100,-280.6,27845
2,200,-97.0,37647
2,300,-91.1,46859
2,400,-101.0,57059
2,500,-94.9,66647
2,600,-84.4,75192
2,700,-84.1,83703
2,800,-81.9,91990
