# {"t_start": 1587625133.9960642, "env_id": "Acrobot-v1"} 
r,l,t
-500.0,500,2.005548
-500.0,500,2.302655
-500.0,500,4.640731
-500.0,500,6.888001
-500.0,500,9.129075
-500.0,500,11.378541
-500.0,500,13.618824
-500.0,500,15.859344
-500.0,500,18.113991
-427.0,428,20.046924
-500.0,500,22.307091
-500.0,500,24.565466
-495.0,496,26.806535
-293.0,294,28.128647
-500.0,500,30.375828
-500.0,500,32.621091
-500.0,500,34.869289
-500.0,500,37.120364
-421.0,422,39.018239
-111.0,112,39.521484
-289.0,290,40.830872
-435.0,436,42.793931
-500.0,500,45.045604
-297.0,298,46.386148
-500.0,500,48.638815
-500.0,500,50.887659
-276.0,277,52.132491
-500.0,500,54.38423
-500.0,500,56.638052
-500.0,500,58.888904
-500.0,500,61.136489
-500.0,500,63.39019
-500.0,500,65.639049
-500.0,500,67.890562
-500.0,500,70.143511
-500.0,500,72.396032
-500.0,500,74.650192
-500.0,500,76.907037
-141.0,142,77.547757
-171.0,172,78.324394
-93.0,94,78.749178
-89.0,90,79.155894
-155.0,156,79.861778
-243.0,244,80.963238
-244.0,245,82.067828
-96.0,97,82.506203
-195.0,196,83.38981
-104.0,105,83.865059
-80.0,81,84.230241
-83.0,84,84.60992
-94.0,95,85.039161
-98.0,99,85.485937
-101.0,102,85.948197
-97.0,98,86.391553
-85.0,86,86.780252
-94.0,95,87.209853
-108.0,109,87.704693
-90.0,91,88.116115
-101.0,102,88.577278
-176.0,177,89.378019
-339.0,340,90.921205
-395.0,396,92.713038
-439.0,440,94.702595
-114.0,115,95.223509
-78.0,79,95.585143
-151.0,152,96.276082
-183.0,184,97.109805
-99.0,100,97.56319
-126.0,127,98.13749
-90.0,91,98.549202
-133.0,134,99.15693
-428.0,429,101.104089
-83.0,84,101.486315
-105.0,106,101.966832
-130.0,131,102.559853
-76.0,77,102.90914
-210.0,211,103.866758
-195.0,196,104.752001
-500.0,500,107.01848
-476.0,477,109.177341
-136.0,137,109.796396
-146.0,147,110.460848
-354.0,355,112.074529
-143.0,144,112.729128
-97.0,98,113.176864
-90.0,91,113.590676
-84.0,85,113.976051
-102.0,103,114.444411
-94.0,95,114.877658
-83.0,84,115.260349
-76.0,77,115.610155
-89.0,90,116.02015
-82.0,83,116.396127
-128.0,129,116.983592
-116.0,117,117.517143
-103.0,104,117.989638
-224.0,225,119.015937
-500.0,500,121.292958
-500.0,500,123.57133
-72.0,73,123.904294
-176.0,177,124.710972
-71.0,72,125.038884
-88.0,89,125.448524
-118.0,119,125.990048
-93.0,94,126.419687
-500.0,500,128.699477
-82.0,83,129.078712
-83.0,84,129.46151
-391.0,392,131.254515
-79.0,80,131.617526
-63.0,64,131.90961
-94.0,95,132.34263
-154.0,155,133.048976
-76.0,77,133.400324
-80.0,81,133.823829
-111.0,112,134.337777
-160.0,161,135.07443
-95.0,96,135.511719
-147.0,148,136.190053
-65.0,66,136.492728
-96.0,97,136.935487
-81.0,82,137.309945
-85.0,86,137.702478
-146.0,147,138.372873
-69.0,70,138.69267
-180.0,181,139.519048
-64.0,65,139.814852
-83.0,84,140.200095
-64.0,65,140.497823
-92.0,93,140.920342
-84.0,85,141.306443
-84.0,85,141.694359
-71.0,72,142.022557
-81.0,82,142.397923
-130.0,131,142.994669
-75.0,76,143.339917
-87.0,88,143.739537
-71.0,72,144.067121
-84.0,85,144.455074
-91.0,92,144.872936
-80.0,81,145.239567
-92.0,93,145.661905
-88.0,89,146.067217
-86.0,87,146.462516
-103.0,104,146.935329
-88.0,89,147.340794
-70.0,71,147.66294
-90.0,91,148.078123
-76.0,77,148.429529
-96.0,97,148.870603
-82.0,83,149.248934
-128.0,129,149.834927
-62.0,63,150.121258
-74.0,75,150.467064
-96.0,97,150.906801
-70.0,71,151.230298
-89.0,90,151.638079
-71.0,72,151.967239
-70.0,71,152.289672
-93.0,94,152.7183
-112.0,113,153.232522
-84.0,85,153.619235
-93.0,94,154.04664
-86.0,87,154.442096
-69.0,70,154.76139
-87.0,88,155.161619
-82.0,83,155.537848
-70.0,71,155.862576
-80.0,81,156.231251
-93.0,94,156.658697
-91.0,92,157.077533
-86.0,87,157.472485
-69.0,70,157.796187
-95.0,96,158.232717
-87.0,88,158.63293
-117.0,118,159.172409
-89.0,90,159.58147
-90.0,91,159.99662
-75.0,76,160.341464
-93.0,94,160.767911
-77.0,78,161.122509
-94.0,95,161.554163
-78.0,79,161.914249
-79.0,80,162.277305
-131.0,132,162.876637
-88.0,89,163.281175
-83.0,84,163.664344
-87.0,88,164.065182
-93.0,94,164.49278
-63.0,64,164.783474
-89.0,90,165.192912
-104.0,105,165.670835
-63.0,64,165.961986
-76.0,77,166.312365
-87.0,88,166.711214
-108.0,109,167.206905
-78.0,79,167.567769
-77.0,78,167.923467
-80.0,81,168.291537
-87.0,88,168.690033
-86.0,87,169.085256
-80.0,81,169.453976
-87.0,88,169.855714
-82.0,83,170.234449
-101.0,102,170.699222
-81.0,82,171.076516
-75.0,76,171.423506
-99.0,100,171.881666
-78.0,79,172.244837
-101.0,102,172.708514
-110.0,111,173.212463
-93.0,94,173.640869
-71.0,72,173.967893
-82.0,83,174.34561
-71.0,72,174.674126
-84.0,85,175.05988
-86.0,87,175.459078
-83.0,84,175.841985
-86.0,87,176.237273
-80.0,81,176.605596
-62.0,63,176.891567
-78.0,79,177.252317
-103.0,104,177.726072
-64.0,65,178.021137
-98.0,99,178.471739
-76.0,77,178.821744
-75.0,76,179.1756
-101.0,102,179.641304
-74.0,75,179.982628
-95.0,96,180.418172
-89.0,90,180.828049
-76.0,77,181.178856
-77.0,78,181.535229
-83.0,84,181.917446
-78.0,79,182.27699
-79.0,80,182.641329
-149.0,150,183.3255
-86.0,87,183.723383
-71.0,72,184.052303
-128.0,129,184.640215
-89.0,90,185.051046
-83.0,84,185.435794
-74.0,75,185.777765
-62.0,63,186.066075
-106.0,107,186.55389
-121.0,122,187.112091
-71.0,72,187.442847
-95.0,96,187.881585
