eplenmean,eprewmean,explained_variance,fps,nupdates,policy_entropy,total_timesteps,value_loss
nan,nan,0.003060579299926758,489,1,1.0986075401306152,256,4747.646484375
498.01960784313724,-498.0,0.008470594882965088,885,100,1.0986074209213257,25600,3167.046630859375
498.36,-498.34,0.010978639125823975,883,200,1.0986034870147705,51200,4737.48583984375
499.37,-499.36,-0.0038917064666748047,881,300,1.0986050367355347,76800,4631.0732421875
499.6,-499.59,0.017020821571350098,884,400,1.0986040830612183,102400,2300.330810546875
497.87,-497.85,0.03940862417221069,880,500,1.0985863208770752,128000,4379.55224609375
498.27,-498.26,0.03149670362472534,859,600,1.0985791683197021,153600,4220.2919921875
500.0,-500.0,-0.0010718107223510742,843,700,1.098050832748413,179200,1899.2919921875
500.0,-500.0,0.07594066858291626,832,800,1.0981136560440063,204800,1633.826171875
500.0,-500.0,0.016914427280426025,824,900,1.0964782238006592,230400,2504.964599609375
498.04,-497.99,0.005763649940490723,817,1000,1.094093918800354,256000,802.6478881835938
496.52,-496.45,0.0015408992767333984,810,1100,1.0450654029846191,281600,1623.69189453125
496.47,-496.39,0.18305742740631104,806,1200,0.9649658203125,307200,475.49908447265625
491.01,-490.91,0.004805088043212891,801,1300,0.9951038360595703,332800,987.6885986328125
495.2,-495.17,0.002908051013946533,798,1400,0.6828131079673767,358400,562.2515869140625
500.0,-500.0,0.0008522868156433105,795,1500,0.6148706078529358,384000,551.3499755859375
500.0,-500.0,0.006697237491607666,793,1600,0.8438712358474731,409600,756.5999145507812
500.0,-500.0,-0.056587934494018555,791,1700,0.8164204359054565,435200,475.3576354980469
500.0,-500.0,0.006588459014892578,789,1800,0.7724509239196777,460800,442.312744140625
500.0,-500.0,-0.007184386253356934,787,1900,0.6689049005508423,486400,673.73583984375
500.0,-500.0,0.11550664901733398,786,2000,0.7246248126029968,512000,639.9893798828125
500.0,-500.0,-0.020427942276000977,784,2100,0.7659995555877686,537600,725.6970825195312
500.0,-500.0,-0.007849693298339844,783,2200,0.7439005374908447,563200,253.1408233642578
500.0,-500.0,0.04155784845352173,782,2300,0.7158417701721191,588800,235.2152557373047
