% time spent exploring,episodes,mean 100 episode reward,steps
2,100,-251.5,24978
2,200,-128.4,37911
2,300,-93.4,47356
2,400,-92.5,56707
2,500,-80.6,64863
2,600,-82.6,73218
2,700,-80.7,81384
2,800,-76.7,89152
2,900,-76.6,96910
