# {"env_id": "Acrobot-v1", "t_start": 1587623375.0022035} 
r,l,t
-500.0,500,1.993505
-500.0,500,2.29052
-500.0,500,4.62019
-500.0,500,6.865278
-500.0,500,9.10977
-500.0,500,11.360631
-361.0,362,12.983608
-500.0,500,15.227893
-500.0,500,17.47169
-500.0,500,19.715258
-500.0,500,21.962664
-457.0,458,24.019791
-203.0,204,24.937012
-145.0,146,25.587672
-199.0,200,26.494108
-333.0,334,28.004108
-205.0,206,28.936877
-167.0,168,29.697707
-484.0,485,31.899625
-199.0,200,32.808909
-193.0,194,33.679122
-172.0,173,34.45373
-156.0,157,35.158969
-126.0,127,35.730535
-197.0,198,36.620477
-124.0,125,37.18274
-191.0,192,38.044217
-208.0,209,38.983736
-129.0,130,39.568707
-151.0,152,40.251054
-147.0,148,40.919659
-149.0,150,41.593983
-106.0,107,42.075595
-70.0,71,42.39375
-107.0,108,42.879654
-141.0,142,43.518398
-121.0,122,44.068476
-97.0,98,44.509462
-221.0,222,45.511626
-336.0,337,47.02799
-169.0,170,47.794199
-290.0,291,49.107076
-500.0,500,51.356645
-478.0,479,53.51285
-387.0,388,55.259599
-102.0,103,55.723147
-211.0,212,56.68152
-150.0,151,57.361832
-234.0,235,58.418861
-160.0,161,59.145379
-87.0,88,59.541776
-175.0,176,60.336448
-182.0,183,61.164503
-89.0,90,61.571179
-145.0,146,62.228347
-122.0,123,62.782295
-125.0,126,63.351714
-500.0,500,65.610894
-260.0,261,66.787361
-267.0,268,67.995183
-500.0,500,70.261111
-143.0,144,70.913479
-500.0,500,73.186905
-182.0,183,74.019067
-149.0,150,74.70181
-110.0,111,75.207053
-84.0,85,75.592503
-201.0,202,76.511779
-140.0,141,77.153477
-144.0,145,77.812368
-236.0,237,78.889497
-100.0,101,79.349103
-399.0,400,81.169632
-500.0,500,83.44217
-500.0,500,85.72344
-500.0,500,88.005699
-203.0,204,88.933313
-500.0,500,91.20947
-500.0,500,93.489687
-500.0,500,95.762578
-455.0,456,97.834248
-471.0,472,99.977932
-350.0,351,101.570894
-401.0,402,103.399399
-98.0,99,103.84968
-500.0,500,106.124191
-500.0,500,108.398181
-500.0,500,110.668144
-500.0,500,112.944613
-207.0,208,113.890086
-500.0,500,116.165183
-500.0,500,118.438983
-500.0,500,120.71817
-389.0,390,122.489817
-500.0,500,124.768529
-222.0,223,125.782168
-221.0,222,126.796403
-150.0,151,127.484513
-96.0,97,127.926427
-117.0,118,128.463485
-97.0,98,128.909923
-113.0,114,129.432917
-107.0,108,129.924393
-108.0,109,130.420395
-215.0,216,131.404222
-397.0,398,133.213062
-500.0,500,135.549878
-443.0,444,137.581381
-500.0,500,139.864626
-500.0,500,142.144404
-211.0,212,143.113438
-230.0,231,144.164322
-201.0,202,145.084475
-265.0,266,146.295634
-183.0,184,147.134594
-500.0,500,149.414642
-500.0,500,151.689512
-500.0,500,153.964923
-500.0,500,156.240369
-500.0,500,158.513427
-270.0,271,159.746828
-225.0,226,160.773209
-123.0,124,161.337938
-206.0,207,162.279378
-76.0,77,162.629973
-140.0,141,163.270776
-215.0,216,164.25229
-500.0,500,166.533186
-275.0,276,167.792555
-500.0,500,170.080581
-334.0,335,171.610003
-284.0,285,172.910966
-322.0,323,174.382786
-207.0,208,175.332784
-113.0,114,175.852965
-104.0,105,176.334472
-86.0,87,176.733477
-92.0,93,177.161487
-162.0,163,177.910309
-255.0,256,179.086269
-102.0,103,179.559611
-314.0,315,181.011123
-328.0,329,182.516333
-370.0,371,184.210659
-233.0,234,185.275732
-297.0,298,186.6359
-62.0,63,186.922034
-92.0,93,187.344905
-138.0,139,187.978344
-91.0,92,188.397324
-95.0,96,188.834295
-62.0,63,189.120882
-70.0,71,189.444227
-80.0,81,189.812238
-89.0,90,190.222663
-82.0,83,190.601125
-93.0,94,191.033129
-89.0,90,191.443041
-104.0,105,191.92084
-79.0,80,192.285114
-76.0,77,192.636159
-93.0,94,193.064183
-69.0,70,193.382922
-75.0,76,193.727816
-70.0,71,194.051414
-88.0,89,194.457626
-95.0,96,194.894732
-172.0,173,195.681289
-83.0,84,196.065187
-92.0,93,196.48866
-77.0,78,196.843746
-85.0,86,197.234078
-88.0,89,197.639167
-101.0,102,198.104121
-131.0,132,198.705626
-72.0,73,199.038229
-245.0,246,200.15998
-116.0,117,200.694257
-113.0,114,201.214083
