% time spent exploring,episodes,mean 100 episode reward,steps
2,100,-289.7,28749
2,200,-177.4,46580
2,300,-89.4,55623
2,400,-83.7,64090
2,500,-88.8,73070
2,600,-82.5,81420
2,700,-80.2,89544
2,800,-85.1,98151
