% time spent exploring,episodes,mean 100 episode reward,steps
2,100,-286.3,28415
2,200,-123.4,40859
2,300,-86.1,49572
2,400,-83.3,58005
2,500,-84.2,66524
2,600,-84.0,75023
2,700,-80.0,83119
2,800,-79.1,91127
2,900,-77.1,98941
