% time spent exploring,episodes,mean 100 episode reward,steps
2,100,-214.0,21268
2,200,-104.1,31780
2,300,-95.0,41377
2,400,-85.9,50071
2,500,-93.8,59553
2,600,-81.7,67824
2,700,-78.7,75791
2,800,-82.7,84160
2,900,-80.7,92332
