% time spent exploring,episodes,mean 100 episode reward,steps
2,100,-340.0,33711
2,200,-147.6,48567
2,300,-129.1,61571
2,400,-98.1,71478
2,500,-85.6,80140
2,600,-86.0,88842
2,700,-81.4,97083
