# {"t_start": 1587196158.5934777, "env_id": "Acrobot-v1"} 
r,l,t
-500.0,500,2.041639
-500.0,500,2.335924
-500.0,500,4.675845
-500.0,500,6.924659
-500.0,500,9.174392
-500.0,500,11.425301
-500.0,500,13.676272
-500.0,500,15.910444
-500.0,500,18.144255
-500.0,500,20.376283
-500.0,500,22.60911
-500.0,500,24.839207
-498.0,499,27.066987
-229.0,230,28.092356
-385.0,386,29.816772
-294.0,295,31.133388
-500.0,500,33.369825
-417.0,418,35.237906
-500.0,500,37.482134
-500.0,500,39.734625
-487.0,488,41.931891
-500.0,500,44.186571
-500.0,500,46.444228
-500.0,500,48.701997
-378.0,379,50.407191
-334.0,335,51.916151
-500.0,500,54.166973
-500.0,500,56.41569
-500.0,500,58.666612
-500.0,500,60.917409
-500.0,500,63.170579
-500.0,500,65.435338
-342.0,343,66.984163
-290.0,291,68.298236
-174.0,175,69.088816
-203.0,204,70.009003
-500.0,500,72.269453
-500.0,500,74.530366
-500.0,500,76.791791
-500.0,500,79.044704
-253.0,254,80.192718
-500.0,500,82.445785
-500.0,500,84.698977
-500.0,500,86.954122
-500.0,500,89.216311
-500.0,500,91.473299
-500.0,500,93.73139
-500.0,500,95.988805
-500.0,500,98.245843
-351.0,352,99.839451
-500.0,500,102.092877
-500.0,500,104.351885
-500.0,500,106.606811
-500.0,500,108.858027
-500.0,500,111.114223
-191.0,192,111.978823
-148.0,149,112.652737
-222.0,223,113.656491
-500.0,500,115.913327
-500.0,500,118.166472
-500.0,500,120.423656
-500.0,500,122.679608
-500.0,500,124.9407
-114.0,115,125.460203
-464.0,465,127.563175
-306.0,307,128.950644
-323.0,324,130.413151
-160.0,161,131.141701
-132.0,133,131.742084
-109.0,110,132.23858
-103.0,104,132.708691
-316.0,317,134.141178
-187.0,188,134.992938
-287.0,288,136.294706
-181.0,182,137.121835
-341.0,342,138.68166
-226.0,227,139.715048
-106.0,107,140.205857
-91.0,92,140.62654
-105.0,106,141.109601
-81.0,82,141.482208
-83.0,84,141.864952
-75.0,76,142.210975
-104.0,105,142.695292
-71.0,72,143.02279
-75.0,76,143.367201
-81.0,82,143.740636
-92.0,93,144.163905
-105.0,106,144.648355
-112.0,113,145.162431
-90.0,91,145.577222
-77.0,78,145.931697
-237.0,238,147.023377
-86.0,87,147.420305
-95.0,96,147.857287
-93.0,94,148.287297
-92.0,93,148.712415
-124.0,125,149.287513
-70.0,71,149.612914
-84.0,85,150.00248
-87.0,88,150.406681
-75.0,76,150.753495
-82.0,83,151.132941
-92.0,93,151.560122
-147.0,148,152.242451
-81.0,82,152.61807
-86.0,87,153.016941
-115.0,116,153.547319
-83.0,84,153.932603
-95.0,96,154.373902
-100.0,101,154.839306
-88.0,89,155.246646
-78.0,79,155.607684
-89.0,90,156.021164
-110.0,111,156.529333
-66.0,67,156.836291
-91.0,92,157.257248
-65.0,66,157.559005
-94.0,95,157.995201
-175.0,176,158.804052
-309.0,310,160.223399
-177.0,178,161.038225
-186.0,187,161.894583
-243.0,244,163.013241
-121.0,122,163.57352
-113.0,114,164.093936
-86.0,87,164.489149
-159.0,160,165.218448
-91.0,92,165.637524
-81.0,82,166.011785
-91.0,92,166.433231
-90.0,91,166.848056
-87.0,88,167.248913
-78.0,79,167.609554
-86.0,87,168.006751
-177.0,178,168.817079
-182.0,183,169.652352
-81.0,82,170.02725
-500.0,500,172.314021
-121.0,122,172.870083
-100.0,101,173.331471
-222.0,223,174.353974
-161.0,162,175.093489
-132.0,133,175.701837
-70.0,71,176.025882
-126.0,127,176.605598
-99.0,100,177.062371
-203.0,204,177.995841
-77.0,78,178.352962
-82.0,83,178.789619
-77.0,78,179.1448
-86.0,87,179.546621
-107.0,108,180.04675
-79.0,80,180.415216
-86.0,87,180.816384
-92.0,93,181.242971
-267.0,268,182.470329
-78.0,79,182.835836
-101.0,102,183.303878
-176.0,177,184.112457
-105.0,106,184.59696
-114.0,115,185.12291
-116.0,117,185.659218
-89.0,90,186.070221
-78.0,79,186.431219
-134.0,135,187.04954
-92.0,93,187.476232
-195.0,196,188.369358
-95.0,96,188.807853
-113.0,114,189.329798
-77.0,78,189.686551
-152.0,153,190.385702
-94.0,95,190.818964
-68.0,69,191.135766
-84.0,85,191.524946
-81.0,82,191.898224
-104.0,105,192.378356
-260.0,261,193.571093
-72.0,73,193.904313
-74.0,75,194.245747
-79.0,80,194.611261
-70.0,71,194.935801
-75.0,76,195.284777
-123.0,124,195.85076
-79.0,80,196.216804
-76.0,77,196.570776
-83.0,84,196.956173
-71.0,72,197.28791
-122.0,123,197.851361
-78.0,79,198.2139
-78.0,79,198.575677
-107.0,108,199.074902
-69.0,70,199.395279
-115.0,116,199.924973
-156.0,157,200.641652
-88.0,89,201.048287
-224.0,225,202.076821
-107.0,108,202.570151
-78.0,79,202.932156
-86.0,87,203.329861
-86.0,87,203.727604
-92.0,93,204.151957
-84.0,85,204.539453
-113.0,114,205.059628
-81.0,82,205.432865
