% time spent exploring,episodes,mean 100 episode reward,steps
2,100,-339.3,33642
2,200,-115.4,45279
2,300,-89.4,54314
2,400,-92.6,63678
2,500,-95.9,73371
2,600,-83.4,81807
2,700,-80.5,89959
2,800,-81.9,98246
