% time spent exploring,episodes,mean 100 episode reward,steps
2,100,-237.0,23537
2,200,-108.6,34493
2,300,-102.1,44801
2,400,-90.0,53903
2,500,-91.9,63192
2,600,-85.3,71820
2,700,-84.1,80327
2,800,-83.6,88786
2,900,-78.1,96696
