% time spent exploring,episodes,mean 100 episode reward,steps
2,100,-356.5,35341
2,200,-108.4,46279
2,300,-106.5,57029
2,400,-96.4,66764
2,500,-93.8,76245
2,600,-86.1,84953
2,700,-86.3,93686
