% time spent exploring,episodes,mean 100 episode reward,steps
2,100,-259.0,25719
2,200,-130.8,38894
2,300,-130.6,52055
2,400,-89.2,61077
2,500,-80.2,69192
2,600,-82.6,77550
2,700,-80.2,85665
2,800,-78.5,93615
