# {"env_id": "Acrobot-v1", "t_start": 1587193322.0718179} 
r,l,t
-500.0,500,2.013395
-500.0,500,2.309496
-500.0,500,4.630333
-500.0,500,6.861532
-500.0,500,9.100148
-406.0,407,10.919737
-500.0,500,13.151076
-500.0,500,15.389982
-500.0,500,17.632598
-468.0,469,19.728156
-470.0,471,21.838537
-278.0,279,23.086372
-265.0,266,24.279564
-276.0,277,25.518691
-235.0,236,26.575737
-309.0,310,27.961598
-336.0,337,29.470678
-272.0,273,30.690327
-237.0,238,31.758716
-383.0,384,33.477764
-129.0,130,34.063198
-97.0,98,34.501964
-103.0,104,34.967705
-92.0,93,35.384521
-122.0,123,35.936588
-179.0,180,36.744038
-156.0,157,37.447771
-401.0,402,39.248304
-499.0,500,41.493997
-500.0,500,43.739688
-305.0,306,45.113767
-136.0,137,45.73034
-131.0,132,46.321975
-140.0,141,46.95504
-257.0,258,48.113124
-102.0,103,48.579753
-127.0,128,49.154235
-109.0,110,49.647618
-89.0,90,50.050992
-254.0,255,51.194859
-283.0,284,52.472005
-229.0,230,53.504443
-500.0,500,55.753818
-305.0,306,57.132316
-408.0,409,58.975552
-101.0,102,59.434817
-243.0,244,60.533552
-111.0,112,61.038829
-368.0,369,62.696203
-500.0,500,64.937307
-455.0,456,66.982804
-217.0,218,67.960808
-442.0,443,69.94645
-500.0,500,72.195516
-500.0,500,74.448284
-200.0,201,75.352191
-500.0,500,77.599804
-500.0,500,79.848187
-288.0,289,81.1491
-336.0,337,82.669036
-280.0,281,83.934147
-500.0,500,86.185346
-500.0,500,88.440328
-500.0,500,90.686815
-338.0,339,92.212042
-113.0,114,92.725323
-131.0,132,93.319913
-98.0,99,93.765679
-133.0,134,94.369663
-105.0,106,94.847495
-108.0,109,95.341409
-93.0,94,95.765202
-105.0,106,96.243507
-62.0,63,96.526755
-102.0,103,96.990361
-120.0,121,97.535713
-111.0,112,98.041974
-138.0,139,98.668579
-105.0,106,99.149987
-72.0,73,99.478362
-187.0,188,100.325945
-169.0,170,101.095414
-500.0,500,103.350698
-230.0,231,104.395968
-404.0,405,106.224088
-114.0,115,106.743433
-232.0,233,107.801509
-101.0,102,108.262657
-76.0,77,108.609996
-120.0,121,109.156835
-85.0,86,109.545437
-130.0,131,110.137552
-221.0,222,111.141097
-75.0,76,111.484984
-92.0,93,111.906363
-90.0,91,112.316429
-83.0,84,112.696595
-74.0,75,113.036139
-94.0,95,113.46585
-84.0,85,113.852074
-128.0,129,114.435986
-75.0,76,114.781815
-138.0,139,115.410622
-96.0,97,115.850757
-107.0,108,116.339065
-96.0,97,116.778818
-117.0,118,117.313803
-92.0,93,117.736089
-94.0,95,118.164668
-90.0,91,118.578033
-83.0,84,118.961342
-83.0,84,119.342163
-112.0,113,119.854942
-184.0,185,120.692107
-170.0,171,121.466322
-127.0,128,122.044351
-214.0,215,123.0168
-138.0,139,123.65011
-243.0,244,124.754475
-204.0,205,125.680208
-114.0,115,126.204164
-200.0,201,127.111452
-312.0,313,128.521778
-126.0,127,129.0971
-136.0,137,129.714444
-136.0,137,130.33336
-87.0,88,130.735795
-101.0,102,131.196175
-95.0,96,131.628423
-133.0,134,132.231402
-98.0,99,132.677083
-180.0,181,133.547747
-131.0,132,134.144674
-153.0,154,134.842298
-166.0,167,135.597089
-99.0,100,136.049024
-110.0,111,136.550715
-199.0,200,137.455507
-78.0,79,137.812561
-71.0,72,138.136717
-73.0,74,138.471001
-97.0,98,138.912909
-101.0,102,139.374495
-103.0,104,139.845582
-106.0,107,140.3279
-106.0,107,140.812884
-96.0,97,141.254527
-338.0,339,142.786906
-136.0,137,143.407925
-148.0,149,144.083261
-96.0,97,144.521038
-104.0,105,144.997135
-98.0,99,145.449255
-172.0,173,146.235192
-192.0,193,147.1123
-152.0,153,147.804904
-90.0,91,148.217271
-147.0,148,148.888977
-102.0,103,149.355938
-82.0,83,149.735177
-85.0,86,150.124472
-99.0,100,150.577424
-119.0,120,151.121088
-92.0,93,151.54277
-74.0,75,151.882296
-81.0,82,152.252139
-77.0,78,152.606955
-127.0,128,153.185488
-101.0,102,153.64691
-155.0,156,154.352941
-101.0,102,154.815758
-143.0,144,155.466516
-78.0,79,155.824738
-101.0,102,156.285519
-103.0,104,156.756996
-95.0,96,157.190107
-140.0,141,157.828929
-424.0,425,159.755044
-176.0,177,160.556028
-193.0,194,161.43644
-385.0,386,163.182199
-250.0,251,164.315037
-271.0,272,165.546143
-122.0,123,166.102315
-265.0,266,167.305876
-85.0,86,167.6953
-87.0,88,168.093035
-90.0,91,168.505122
-78.0,79,168.861522
-81.0,82,169.233256
-88.0,89,169.63515
-86.0,87,170.032025
-96.0,97,170.472587
-70.0,71,170.792256
-71.0,72,171.11798
-115.0,116,171.6447
-132.0,133,172.246349
-97.0,98,172.689702
-103.0,104,173.160536
-500.0,500,175.420238
-243.0,244,176.523519
-305.0,306,177.907786
-371.0,372,179.599414
-284.0,285,180.891093
-100.0,101,181.34862
-356.0,357,182.966327
-81.0,82,183.342407
-142.0,143,183.989405
-93.0,94,184.41482
-87.0,88,184.811714
-92.0,93,185.233247
-63.0,64,185.521699
-70.0,71,185.844326
-150.0,151,186.52855
-192.0,193,187.398627
-94.0,95,187.829374
-276.0,277,189.080782
-159.0,160,189.803949
-500.0,500,192.066067
-107.0,108,192.556741
-209.0,210,193.513674
-214.0,215,194.488676
-500.0,500,196.758098
-69.0,70,197.076391
-72.0,73,197.408423
-73.0,74,197.74387
-78.0,79,198.102619
-116.0,117,198.634584
-83.0,84,199.016383
-126.0,127,199.596095
-96.0,97,200.036984
-97.0,98,200.48276
-150.0,151,201.168872
-147.0,148,201.841417
-149.0,150,202.519832
-136.0,137,203.140734
-93.0,94,203.565992
-326.0,327,205.044608
-163.0,164,205.791084
-143.0,144,206.441822
-86.0,87,206.835682
-111.0,112,207.348973
-151.0,152,208.037247
-113.0,114,208.553559
-109.0,110,209.051034
-140.0,141,209.68938
-125.0,126,210.259966
-76.0,77,210.608891
-85.0,86,210.997833
-99.0,100,211.451715
-75.0,76,211.794895
-101.0,102,212.256871
-80.0,81,212.623544
-135.0,136,213.239107
-81.0,82,213.610103
-82.0,83,213.986284
-61.0,62,214.266529
-76.0,77,214.615767
-74.0,75,214.955724
-78.0,79,215.313433
-103.0,104,215.783988
-100.0,101,216.240393
-91.0,92,216.657596
-75.0,76,217.001856
-71.0,72,217.329383
-87.0,88,217.727205
-151.0,152,218.416495
-78.0,79,218.774835
-72.0,73,219.106047
-97.0,98,219.549637
-178.0,179,220.363387
-101.0,102,220.825179
-76.0,77,221.173568
-103.0,104,221.643401
-76.0,77,221.990675
-90.0,91,222.4013
-91.0,92,222.818647
-81.0,82,223.189431
-70.0,71,223.509085
-103.0,104,223.978205
-90.0,91,224.388227
-84.0,85,224.771354
-71.0,72,225.096389
-95.0,96,225.528622
-96.0,97,225.966974
-96.0,97,226.404148
-70.0,71,226.724257
-93.0,94,227.153122
-76.0,77,227.499778
-421.0,422,229.40358
-62.0,63,229.688044
-98.0,99,230.134788
-71.0,72,230.458576
-75.0,76,230.802159
-82.0,83,231.176688
-88.0,89,231.577776
-85.0,86,231.965278
-71.0,72,232.288722
-103.0,104,232.759342
-71.0,72,233.084957
-68.0,69,233.395394
-104.0,105,233.868104
-79.0,80,234.228806
-85.0,86,234.616953
-93.0,94,235.041704
-101.0,102,235.501486
-102.0,103,235.965132
-116.0,117,236.491895
-71.0,72,236.816821
-70.0,71,237.137608
-138.0,139,237.762582
-79.0,80,238.123701
-86.0,87,238.516415
-63.0,64,238.80701
-70.0,71,239.126341
-73.0,74,239.460674
-118.0,119,239.996444
-92.0,93,240.419081
-76.0,77,240.767124
-74.0,75,241.10457
-80.0,81,241.468598
-74.0,75,241.807445
-107.0,108,242.294628
-91.0,92,242.709881
-76.0,77,243.056134
-78.0,79,243.411678
-84.0,85,243.795681
-91.0,92,244.21022
-82.0,83,244.58504
-90.0,91,244.995093
-77.0,78,245.34601
-62.0,63,245.630542
-93.0,94,246.053606
-70.0,71,246.375259
-118.0,119,246.912363
-94.0,95,247.340093
-63.0,64,247.632496
-108.0,109,248.123196
-71.0,72,248.449142
-77.0,78,248.80105
-69.0,70,249.116897
-80.0,81,249.480773
-83.0,84,249.85909
-78.0,79,250.214982
-71.0,72,250.541052
-63.0,64,250.829009
-94.0,95,251.256868
-71.0,72,251.581322
-103.0,104,252.053452
-105.0,106,252.532486
-134.0,135,253.140467
-95.0,96,253.573494
-92.0,93,253.9923
-94.0,95,254.422092
-111.0,112,254.925213
-109.0,110,255.42125
-76.0,77,255.76744
-86.0,87,256.160172
-101.0,102,256.619904
-86.0,87,257.011722
-94.0,95,257.44095
-76.0,77,257.786934
-119.0,120,258.329185
-76.0,77,258.675834
-108.0,109,259.16733
-83.0,84,259.549433
-76.0,77,259.896605
-119.0,120,260.438096
-112.0,113,260.946834
-72.0,73,261.276462
-70.0,71,261.595928
-87.0,88,261.994052
-82.0,83,262.368724
-76.0,77,262.716238
-63.0,64,263.003857
-126.0,127,263.57548
-64.0,65,263.869398
-76.0,77,264.218653
-75.0,76,264.560415
-107.0,108,265.045929
-69.0,70,265.361557
-104.0,105,265.834625
-87.0,88,266.232172
-69.0,70,266.547061
-105.0,106,267.023244
-73.0,74,267.356556
-71.0,72,267.681607
-97.0,98,268.125057
-81.0,82,268.494131
-70.0,71,268.822137
-95.0,96,269.255553
-143.0,144,269.906616
-210.0,211,270.857697
-76.0,77,271.205261
-76.0,77,271.552815
-166.0,167,272.307371
-68.0,69,272.617781
-101.0,102,273.078253
-84.0,85,273.461951
-92.0,93,273.8821
-83.0,84,274.261453
-100.0,101,274.715786
-89.0,90,275.121714
-79.0,80,275.487616
-101.0,102,275.948698
-100.0,101,276.404154
-79.0,80,276.763931
-102.0,103,277.228611
-71.0,72,277.553055
-94.0,95,277.983184
-75.0,76,278.326301
-75.0,76,278.669774
-77.0,78,279.022717
-70.0,71,279.34386
-71.0,72,279.669534
-74.0,75,280.012468
-73.0,74,280.346516
-86.0,87,280.738583
-87.0,88,281.136606
-99.0,100,281.589211
-76.0,77,281.937216
-87.0,88,282.33524
-74.0,75,282.673052
-75.0,76,283.015741
-82.0,83,283.390149
-99.0,100,283.842806
-89.0,90,284.252413
-70.0,71,284.572068
-73.0,74,284.906009
-78.0,79,285.262686
-76.0,77,285.610479
-73.0,74,285.94409
-68.0,69,286.255347
-78.0,79,286.610504
-62.0,63,286.894965
-73.0,74,287.228203
-75.0,76,287.570809
-94.0,95,287.999309
-103.0,104,288.467945
-86.0,87,288.861112
-109.0,110,289.35865
-110.0,111,289.858437
-87.0,88,290.255467
-77.0,78,290.607712
-77.0,78,290.958732
-76.0,77,291.308243
-72.0,73,291.637622
-77.0,78,291.988607
