% time spent exploring,episodes,mean 100 episode reward,steps
2,100,-239.9,23833
2,200,-132.5,37178
2,300,-117.3,49008
2,400,-84.4,57552
2,500,-83.8,66037
2,600,-82.2,74358
2,700,-103.6,84813
2,800,-87.6,93675
