# {"t_start": 1587626671.1557667, "env_id": "Acrobot-v1"} 
r,l,t
-500.0,500,2.039265
-500.0,500,2.331809
-500.0,500,4.640542
-500.0,500,6.876915
-500.0,500,9.110505
-500.0,500,11.347301
-500.0,500,13.581097
-500.0,500,15.79994
-500.0,500,18.028269
-500.0,500,20.256334
-500.0,500,22.495528
-500.0,500,24.732354
-500.0,500,26.9737
-500.0,500,29.216123
-500.0,500,31.457902
-399.0,400,33.253262
-500.0,500,35.494619
-281.0,282,36.754544
-451.0,452,38.773874
-307.0,308,40.155631
-500.0,500,42.396946
-338.0,339,43.912928
-184.0,185,44.746742
-500.0,500,46.982246
-500.0,500,49.219923
-500.0,500,51.454467
-430.0,431,53.384917
-143.0,144,54.030218
-192.0,193,54.8935
-100.0,101,55.344054
-97.0,98,55.78213
-135.0,136,56.397296
-118.0,119,56.930608
-111.0,112,57.431445
-168.0,169,58.187582
-345.0,346,59.740095
-202.0,203,60.651754
-500.0,500,62.88883
-500.0,500,65.131309
-500.0,500,67.366264
-500.0,500,69.60744
-394.0,395,71.375187
-219.0,220,72.366354
-500.0,500,74.613165
-500.0,500,76.868413
-484.0,485,79.049946
-369.0,370,80.706549
-137.0,138,81.324741
-416.0,417,83.189087
-403.0,404,84.997139
-356.0,357,86.597651
-500.0,500,88.833833
-500.0,500,91.082262
-349.0,350,92.657922
-167.0,168,93.412536
-119.0,120,93.951779
-96.0,97,94.390708
-114.0,115,94.908099
-109.0,110,95.405263
-105.0,106,95.885608
-94.0,95,96.312442
-79.0,80,96.672646
-91.0,92,97.086939
-80.0,81,97.451795
-88.0,89,97.851484
-85.0,86,98.238133
-86.0,87,98.633006
-87.0,88,99.033082
-78.0,79,99.389359
-93.0,94,99.811999
-100.0,101,100.266447
-88.0,89,100.66763
-91.0,92,101.082451
-171.0,172,101.85733
-76.0,77,102.203846
-159.0,160,102.927142
-208.0,209,103.869164
-500.0,500,106.121884
-500.0,500,108.376056
-500.0,500,110.628443
-148.0,149,111.2965
-263.0,264,112.48371
-108.0,109,112.973367
-86.0,87,113.363931
-148.0,149,114.033582
-199.0,200,114.931044
-86.0,87,115.322215
-75.0,76,115.663977
-74.0,75,116.000696
