% time spent exploring,episodes,mean 100 episode reward,steps
2,100,-274.8,27269
2,200,-128.1,40179
2,300,-90.8,49364
2,400,-91.5,58614
2,500,-83.5,67066
2,600,-84.4,75607
2,700,-81.3,83839
2,800,-100.9,94029
