eplenmean,eprewmean,explained_variance,fps,nupdates,policy_entropy,total_timesteps,value_loss
nan,nan,-0.013216257095336914,126,1,1.0986090898513794,32,281.3513488769531
500.0,-500.0,0.007990002632141113,614,100,1.098607063293457,3200,265.35357666015625
500.0,-500.0,-0.01595902442932129,650,200,1.0986026525497437,6400,299.92919921875
500.0,-500.0,-0.03474068641662598,675,300,1.0985767841339111,9600,286.63262939453125
499.56,-499.52,-0.02822411060333252,685,400,1.0985502004623413,12800,272.2178649902344
499.65625,-499.625,-0.1552067995071411,693,500,1.0984435081481934,16000,75.5299301147461
499.7105263157895,-499.6842105263158,0.010202229022979736,698,600,1.0980863571166992,19200,231.04078674316406
499.75,-499.72727272727275,0.16110241413116455,702,700,1.094589352607727,22400,219.8172607421875
499.7450980392157,-499.6862745098039,-0.04960048198699951,703,800,1.0599348545074463,25600,192.08047485351562
499.0877192982456,-499.0175438596491,-0.058603763580322266,705,900,1.0127689838409424,28800,160.12416076660156
499.1875,-499.125,-1.3709068298339844e-05,708,1000,1.0337485074996948,32000,126.42240905761719
499.25714285714287,-499.2,0.0037590861320495605,709,1100,1.0921192169189453,35200,104.08883666992188
499.3157894736842,-499.2631578947368,0.05102729797363281,710,1200,0.7395452260971069,38400,83.23172760009766
499.3734939759036,-499.32530120481925,0.0016436576843261719,711,1300,0.7292706370353699,41600,67.36614227294922
499.34831460674155,-499.29213483146066,4.684925079345703e-05,712,1400,0.8125660419464111,44800,52.32755661010742
498.75,-498.6875,0.008696019649505615,714,1500,0.9987279176712036,48000,39.023216247558594
498.8,-498.74,-0.015974998474121094,715,1600,0.7904894948005676,51200,26.36771583557129
497.44,-497.36,-0.0004343986511230469,717,1700,1.0446189641952515,54400,18.731639862060547
497.44,-497.36,-0.00013172626495361328,717,1800,0.9956520199775696,57600,11.333427429199219
497.55,-497.48,0.0006275177001953125,718,1900,1.095767855644226,60800,5.883212566375732
497.55,-497.48,0.00030285120010375977,719,2000,1.077012300491333,64000,2.1506621837615967
497.55,-497.48,-0.6242804527282715,719,2100,1.0926015377044678,67200,0.36072784662246704
497.55,-497.48,-1840.0213623046875,719,2200,1.0836082696914673,70400,0.009919588454067707
497.55,-497.49,-67.66036224365234,720,2300,1.0968096256256104,73600,0.0002600671141408384
497.57,-497.52,0.12680292129516602,720,2400,1.0952461957931519,76800,0.00048045770381577313
497.96,-497.92,-11.604543685913086,721,2500,1.0948413610458374,80000,2.8863591069239192e-05
497.96,-497.92,-1024.6751708984375,721,2600,1.0729858875274658,83200,5.220139428274706e-05
497.96,-497.92,-8.087188720703125,721,2700,1.0441635847091675,86400,5.7096389355137944e-05
497.96,-497.92,-17.301193237304688,722,2800,1.0932575464248657,89600,4.491033178055659e-05
497.96,-497.92,0.0006877779960632324,722,2900,1.094470739364624,92800,0.0005142627051100135
498.02,-497.99,-4.219388961791992,723,3000,1.095845103263855,96000,2.144054087693803e-05
498.64,-498.62,-1267.6851806640625,723,3100,1.0700254440307617,99200,0.0365779809653759
499.64,-499.63,-0.10600399971008301,723,3200,1.025187611579895,102400,5.56860541109927e-05
500.0,-500.0,-27373.814453125,723,3300,1.0923347473144531,105600,4.085210821358487e-05
500.0,-500.0,0.00975865125656128,723,3400,1.0808097124099731,108800,0.0023906403221189976
500.0,-500.0,-192.8038330078125,723,3500,1.096707820892334,112000,5.1305505621712655e-06
500.0,-500.0,-2.123868465423584,723,3600,1.0983588695526123,115200,1.454391167499125e-07
500.0,-500.0,0.001367330551147461,723,3700,1.0969791412353516,118400,2.533742372179404e-05
500.0,-500.0,-13.833372116088867,724,3800,1.0930891036987305,121600,0.04861815273761749
500.0,-500.0,0.005567967891693115,724,3900,1.0899205207824707,124800,0.0009240113431587815
500.0,-500.0,-5.357702255249023,724,4000,1.094460368156433,128000,0.00031855294946581125
500.0,-500.0,-13.926740646362305,724,4100,1.0983903408050537,131200,1.8724749679677188e-06
500.0,-500.0,-0.025464177131652832,723,4200,1.0808045864105225,134400,2.1853054931852967e-05
500.0,-500.0,-32.02451705932617,724,4300,1.0963597297668457,137600,9.220129868481308e-07
500.0,-500.0,-0.014144301414489746,724,4400,1.0774922370910645,140800,0.0012390747433528304
500.0,-500.0,-4.535144805908203,724,4500,1.0954740047454834,144000,7.913477020338178e-07
500.0,-500.0,-3.5233964920043945,724,4600,1.0958917140960693,147200,6.854843377368525e-05
500.0,-500.0,0.45089811086654663,724,4700,1.0758161544799805,150400,5.993642844259739e-07
500.0,-500.0,-72.58599853515625,724,4800,1.0913000106811523,153600,0.000749655591789633
500.0,-500.0,0.02210867404937744,724,4900,1.0542376041412354,156800,0.00029370421543717384
500.0,-500.0,-59.68085479736328,723,5000,1.0985054969787598,160000,1.799821257009171e-05
500.0,-500.0,-78.0566635131836,724,5100,1.0977215766906738,163200,6.930167728569359e-08
500.0,-500.0,-0.05682671070098877,724,5200,1.083378553390503,166400,3.340384137118235e-05
500.0,-500.0,-6.5172505378723145,724,5300,1.0970388650894165,169600,1.0343650501454249e-05
500.0,-500.0,0.013501405715942383,724,5400,1.0834238529205322,172800,0.0010280589340254664
500.0,-500.0,-164.6743621826172,724,5500,1.0955424308776855,176000,9.972973202820867e-07
500.0,-500.0,-11.045754432678223,724,5600,1.0941004753112793,179200,1.8158425518777221e-07
500.0,-500.0,0.02118968963623047,724,5700,1.0727593898773193,182400,1.7449659935664386e-05
500.0,-500.0,-5.323492050170898,724,5800,1.0921807289123535,185600,9.698975190985948e-05
500.0,-500.0,-0.004481792449951172,724,5900,1.082904577255249,188800,0.0012117080623283982
500.0,-500.0,-24.853242874145508,724,6000,1.0958962440490723,192000,1.2664313544519246e-06
499.93,-499.92,-38.552268981933594,724,6100,1.0973949432373047,195200,9.866473192232661e-06
499.93,-499.92,0.08632844686508179,724,6200,1.0971555709838867,198400,1.1847660061903298e-06
499.93,-499.92,-8.808243751525879,724,6300,1.0854902267456055,201600,8.177361451089382e-05
499.93,-499.92,0.006997883319854736,724,6400,1.0280078649520874,204800,0.0004310775548219681
499.57,-499.55,-2.1121885776519775,724,6500,1.0075807571411133,208000,2.955272066174075e-05
499.57,-499.55,-7.104300498962402,724,6600,1.09617018699646,211200,7.82830102252774e-06
499.57,-499.55,-4.011447429656982,724,6700,1.090043067932129,214400,8.348290066351183e-06
499.57,-499.55,0.10836511850357056,724,6800,1.098170280456543,217600,3.4652748581720516e-06
499.57,-499.55,0.07393831014633179,724,6900,1.0810729265213013,220800,2.1107447537360713e-05
499.57,-499.55,-365.211669921875,725,7000,1.0908687114715576,224000,2.2513104340760037e-06
499.57,-499.55,-2243.27001953125,725,7100,1.0885322093963623,227200,0.005483760964125395
499.57,-499.55,-1.9271011352539062,725,7200,1.0977063179016113,230400,4.316820195526816e-06
499.57,-499.55,-2551.590576171875,724,7300,1.0905351638793945,233600,1.2205089660710655e-05
499.57,-499.55,-0.011365771293640137,724,7400,1.0930910110473633,236800,7.632459892192855e-05
499.57,-499.55,-0.04662322998046875,725,7500,1.090514898300171,240000,1.1127303878311068e-07
499.64,-499.63,-257.1802673339844,724,7600,1.097060203552246,243200,3.093524355790578e-06
499.64,-499.63,-0.4063241481781006,725,7700,1.093153953552246,246400,6.07478796155192e-06
499.64,-499.63,-228.957275390625,725,7800,1.0977139472961426,249600,3.352588464622386e-06
499.64,-499.63,0.036656320095062256,725,7900,1.0834648609161377,252800,5.957170651527122e-05
500.0,-500.0,-4.808242321014404,725,8000,1.0972669124603271,256000,4.120047378819436e-07
500.0,-500.0,-2.6826343536376953,725,8100,1.0969398021697998,259200,1.1795769751188345e-05
500.0,-500.0,-1.6954598426818848,725,8200,1.0983643531799316,262400,1.5391215129056945e-06
500.0,-500.0,-12.52974796295166,725,8300,1.0956135988235474,265600,0.0001223966828547418
500.0,-500.0,0.06264990568161011,725,8400,1.097433090209961,268800,8.064323628786951e-05
