# {"env_id": "Acrobot-v1", "t_start": 1587627228.813983} 
r,l,t
-500.0,500,2.045627
-500.0,500,2.34458
-500.0,500,4.680541
-415.0,416,6.546303
-500.0,500,8.794126
-500.0,500,11.043805
-500.0,500,13.285868
-500.0,500,15.523929
-500.0,500,17.760203
-500.0,500,20.011202
-288.0,289,21.313414
-500.0,500,23.560215
-500.0,500,25.815571
-464.0,465,27.906176
-383.0,384,29.631207
-425.0,426,31.545981
-310.0,311,32.944646
-329.0,330,34.429159
-354.0,355,36.029378
-281.0,282,37.299683
-261.0,262,38.479661
-192.0,193,39.347562
-138.0,139,39.973991
-102.0,103,40.437207
-145.0,146,41.097864
-125.0,126,41.66614
-129.0,130,42.253004
-184.0,185,43.086184
-142.0,143,43.732146
-84.0,85,44.114593
-107.0,108,44.601271
-116.0,117,45.131198
-128.0,129,45.715886
-259.0,260,46.888376
-310.0,311,48.296966
-500.0,500,50.554312
-406.0,407,52.390492
-202.0,203,53.308355
-198.0,199,54.206372
-394.0,395,55.990909
-251.0,252,57.132192
-101.0,102,57.592639
-223.0,224,58.601537
-500.0,500,60.858809
-500.0,500,63.118229
-500.0,500,65.375324
-500.0,500,67.632231
-500.0,500,69.89191
-500.0,500,72.152394
-500.0,500,74.411977
-500.0,500,76.678376
-500.0,500,78.939512
-500.0,500,81.199479
-500.0,500,83.45718
-500.0,500,85.715443
-500.0,500,87.97248
-500.0,500,90.230285
-500.0,500,92.490009
-500.0,500,94.74856
-500.0,500,97.013263
-500.0,500,99.282466
-500.0,500,101.557007
-500.0,500,103.829742
-500.0,500,106.101108
-500.0,500,108.373816
-500.0,500,110.647509
-500.0,500,112.919919
-500.0,500,115.191175
-500.0,500,117.463236
-279.0,280,118.7367
-103.0,104,119.209149
-297.0,298,120.567168
-462.0,463,122.677846
-500.0,500,124.954032
-500.0,500,127.229885
-476.0,477,129.399168
-500.0,500,131.677455
-500.0,500,133.951602
-373.0,374,135.656732
-500.0,500,137.937848
-500.0,500,140.217837
-500.0,500,142.492673
-319.0,320,143.948159
-500.0,500,146.224562
-500.0,500,148.503573
-195.0,196,149.400662
-119.0,120,149.94802
-129.0,130,150.544218
-117.0,118,151.084563
-165.0,166,151.846115
-391.0,392,153.634606
-500.0,500,155.917482
-212.0,213,156.890429
-500.0,500,159.174933
-109.0,110,159.676771
-87.0,88,160.078764
-152.0,153,160.778527
-121.0,122,161.336398
-142.0,143,161.990308
-208.0,209,162.94644
-187.0,188,163.805749
-269.0,270,165.039413
-65.0,66,165.341558
-133.0,134,165.953589
-114.0,115,166.478127
-73.0,74,166.817965
-75.0,76,167.164667
-85.0,86,167.556803
-86.0,87,167.958174
-72.0,73,168.292038
-139.0,140,168.933033
-103.0,104,169.40671
-76.0,77,169.75879
-196.0,197,170.663821
-135.0,136,171.283927
-109.0,110,171.78644
-100.0,101,172.248409
-124.0,125,172.821419
-297.0,298,174.182737
-226.0,227,175.223304
-63.0,64,175.514733
-106.0,107,176.004521
-95.0,96,176.443487
-88.0,89,176.854534
-97.0,98,177.30229
-197.0,198,178.209209
-94.0,95,178.647099
-94.0,95,179.081237
-78.0,79,179.496237
-100.0,101,179.959315
-97.0,98,180.409877
-89.0,90,180.821639
-83.0,84,181.206172
-82.0,83,181.585644
-75.0,76,181.932551
-74.0,75,182.275046
-79.0,80,182.640595
-86.0,87,183.038449
-96.0,97,183.48071
-92.0,93,183.905607
-96.0,97,184.348925
-63.0,64,184.639999
-76.0,77,184.991075
