% time spent exploring,episodes,mean 100 episode reward,steps
2,100,-365.6,36243
2,200,-96.0,45938
2,300,-89.7,55006
2,400,-84.6,63564
2,500,-85.7,72231
2,600,-77.4,80069
2,700,-79.4,88108
2,800,-76.5,95860
