% time spent exploring,episodes,mean 100 episode reward,steps
2,100,-309.5,30688
2,200,-107.5,41542
2,300,-133.1,54953
2,400,-104.2,65475
2,500,-107.8,76357
2,600,-85.0,84954
2,700,-88.4,93896
