% time spent exploring,episodes,mean 100 episode reward,steps
2,100,-231.6,23008
2,200,-106.0,33713
2,300,-90.5,42864
2,400,-82.4,51199
2,500,-84.1,59706
2,600,-82.6,68067
2,700,-79.6,76125
2,800,-79.3,84156
2,900,-78.1,92068
