# {"env_id": "Acrobot-v1", "t_start": 1587196901.0925941} 
r,l,t
-500.0,500,2.022784
-500.0,500,2.3194
-500.0,500,4.653498
-500.0,500,6.892017
-500.0,500,9.142596
-500.0,500,11.395899
-500.0,500,13.637682
-500.0,500,15.880867
-500.0,500,18.125844
-500.0,500,20.372313
-500.0,500,22.61908
-464.0,465,24.704592
-292.0,293,26.027233
-272.0,273,27.251718
-201.0,202,28.157533
-322.0,323,29.611039
-260.0,261,30.783522
-432.0,433,32.730291
-370.0,371,34.396344
-500.0,500,36.643757
-186.0,187,37.486409
-187.0,188,38.332742
-185.0,186,39.171501
-313.0,314,40.585263
-412.0,413,42.449202
-294.0,295,43.778121
-448.0,449,45.798841
-125.0,126,46.364632
-140.0,141,46.997497
-158.0,159,47.712123
-147.0,148,48.381047
-160.0,161,49.106035
-111.0,112,49.612072
-200.0,201,50.517308
-122.0,123,51.069644
-90.0,91,51.478672
-155.0,156,52.181921
-210.0,211,53.130957
-225.0,226,54.147896
-500.0,500,56.397818
-481.0,482,58.565209
-379.0,380,60.278439
-249.0,250,61.405532
-197.0,198,62.297457
-118.0,119,62.836396
-121.0,122,63.38547
-287.0,288,64.688694
-150.0,151,65.36688
-92.0,93,65.78588
-116.0,117,66.313259
-383.0,384,68.043251
-139.0,140,68.674334
-272.0,273,69.903604
-261.0,262,71.084121
-111.0,112,71.588845
-96.0,97,72.029662
-174.0,175,72.799634
-72.0,73,73.117665
-71.0,72,73.433397
-184.0,185,74.267768
-104.0,105,74.742251
-112.0,113,75.252574
-106.0,107,75.736768
-96.0,97,76.175258
-92.0,93,76.595312
-168.0,169,77.363801
-106.0,107,77.848633
-140.0,141,78.485176
-168.0,169,79.249948
-152.0,153,79.944685
-124.0,125,80.508928
-104.0,105,80.983426
-172.0,173,81.766786
-105.0,106,82.245779
-130.0,131,82.838469
-285.0,286,84.135628
-107.0,108,84.623157
-96.0,97,85.061522
-166.0,167,85.818536
-100.0,101,86.275889
-105.0,106,86.755363
-135.0,136,87.371865
-149.0,150,88.055601
-89.0,90,88.462293
-155.0,156,89.168992
-81.0,82,89.541193
-469.0,470,91.669552
-140.0,141,92.308073
-96.0,97,92.748446
-120.0,121,93.297493
-99.0,100,93.751096
-140.0,141,94.391122
-105.0,106,94.871239
-150.0,151,95.556106
-500.0,500,97.82752
-343.0,344,99.391455
-192.0,193,100.268335
-150.0,151,100.953368
-139.0,140,101.589863
-98.0,99,102.03899
-89.0,90,102.45065
-107.0,108,102.941882
