% time spent exploring,episodes,mean 100 episode reward,steps
2,100,-360.2,35701
2,200,-99.0,45699
2,300,-92.4,55039
2,400,-104.7,65608
2,500,-87.4,74451
2,600,-83.5,82900
2,700,-92.8,92280
