% time spent exploring,episodes,mean 100 episode reward,steps
2,100,-405.4,40174
2,200,-122.2,52497
2,300,-91.6,61752
2,400,-102.9,72143
2,500,-86.3,80876
2,600,-87.8,89759
2,700,-85.3,98393
