# {"t_start": 1587277565.3957572, "env_id": "CartPole-v0"} 
r,l,t
10.0,10,1.093379
21.0,21,1.116086
39.0,39,1.20285
28.0,28,1.2332
16.0,16,1.250058
24.0,24,1.274402
20.0,20,1.292522
11.0,11,1.305899
26.0,26,1.333463
11.0,11,1.343951
21.0,21,1.369313
26.0,26,1.392707
11.0,11,1.405564
28.0,28,1.435428
13.0,13,1.448128
17.0,17,1.467243
25.0,25,1.492126
18.0,18,1.512522
25.0,25,1.541985
40.0,40,1.58257
10.0,10,1.591923
19.0,19,1.611296
54.0,54,1.665123
19.0,19,1.681997
17.0,17,1.699655
13.0,13,1.711297
27.0,27,1.738547
15.0,15,1.751266
17.0,17,1.768733
14.0,14,1.781207
25.0,25,1.805162
13.0,13,1.818017
21.0,21,1.836054
11.0,11,1.848383
13.0,13,1.860116
11.0,11,1.86984
12.0,12,1.88258
12.0,12,1.893253
27.0,27,1.919001
23.0,23,1.941717
18.0,18,1.958116
10.0,10,1.966953
16.0,16,1.983644
39.0,39,2.020783
12.0,12,2.033432
28.0,28,2.057556
30.0,30,2.086757
29.0,29,2.11565
24.0,24,2.139221
36.0,36,2.174699
23.0,23,2.197335
16.0,16,2.210382
20.0,20,2.231006
17.0,17,2.248263
10.0,10,2.257562
14.0,14,2.269607
19.0,19,2.288511
26.0,26,2.313447
24.0,24,2.334306
26.0,26,2.357395
15.0,15,2.372974
41.0,41,2.411276
24.0,24,2.43349
13.0,13,2.444453
17.0,17,2.462089
12.0,12,2.472933
22.0,22,2.494551
40.0,40,2.533002
16.0,16,2.547874
14.0,14,2.563218
20.0,20,2.584025
22.0,22,2.603927
21.0,21,2.625151
24.0,24,2.648883
20.0,20,2.666798
23.0,23,2.690697
13.0,13,2.702802
21.0,21,2.724243
11.0,11,2.733677
14.0,14,2.748576
18.0,18,2.764477
41.0,41,2.805945
131.0,131,2.933266
20.0,20,2.954152
50.0,50,3.009634
11.0,11,3.020741
23.0,23,3.045768
