% time spent exploring,episodes,mean 100 episode reward,steps
2,100,-315.4,31285
2,200,-143.8,45760
2,300,-92.0,55059
2,400,-85.8,63741
2,500,-84.0,72243
2,600,-82.5,80591
2,700,-80.0,88692
2,800,-77.2,96509
