# {"t_start": 1587312614.5658236, "env_id": "CartPole-v0"} 
r,l,t
55.0,55,1.272264
13.0,13,1.28876
19.0,19,1.307418
27.0,27,1.334864
34.0,34,1.370854
22.0,22,1.396199
54.0,54,1.455961
22.0,22,1.480671
25.0,25,1.508422
37.0,37,1.547916
18.0,18,1.566837
28.0,28,1.596912
20.0,20,1.615715
12.0,12,1.632294
12.0,12,1.644335
27.0,27,1.673476
21.0,21,1.694289
17.0,17,1.713659
12.0,12,1.725855
21.0,21,1.747133
41.0,41,1.786231
29.0,29,1.817622
32.0,32,1.851752
15.0,15,1.870275
15.0,15,1.884012
14.0,14,1.899646
18.0,18,1.916456
14.0,14,1.932196
27.0,27,1.954948
34.0,34,1.98637
11.0,11,1.999052
14.0,14,2.011932
44.0,44,2.057832
19.0,19,2.076214
27.0,27,2.102492
12.0,12,2.112748
33.0,33,2.147546
17.0,17,2.16692
17.0,17,2.186285
20.0,20,2.206497
20.0,20,2.229071
14.0,14,2.243196
16.0,16,2.260842
37.0,37,2.299328
13.0,13,2.310983
17.0,17,2.329809
20.0,20,2.347539
12.0,12,2.360521
32.0,32,2.393748
21.0,21,2.411739
12.0,12,2.424799
17.0,17,2.441014
20.0,20,2.467743
22.0,22,2.491205
18.0,18,2.50944
38.0,38,2.547343
13.0,13,2.561507
17.0,17,2.577293
29.0,29,2.605972
19.0,19,2.627016
23.0,23,2.650949
11.0,11,2.6617
15.0,15,2.676302
12.0,12,2.690394
17.0,17,2.706642
11.0,11,2.71954
21.0,21,2.739009
21.0,21,2.760908
12.0,12,2.772125
18.0,18,2.792481
54.0,54,2.848624
44.0,44,2.892636
17.0,17,2.90816
15.0,15,2.924755
43.0,43,2.964738
13.0,13,2.978358
21.0,21,2.9975
24.0,24,3.023524
34.0,34,3.059974
57.0,57,3.120096
20.0,20,3.141348
14.0,14,3.154706
39.0,39,3.194018
23.0,23,3.216983
10.0,10,3.226414
25.0,25,3.251177
28.0,28,3.280257
14.0,14,3.293345
23.0,23,3.317505
14.0,14,3.332899
13.0,13,3.346493
13.0,13,3.358414
14.0,14,3.375331
21.0,21,3.394385
21.0,21,3.416614
28.0,28,3.447571
10.0,10,3.457855
23.0,23,3.483356
22.0,22,3.507823
20.0,20,3.526535
14.0,14,3.543248
29.0,29,3.576745
11.0,11,3.58876
64.0,64,3.653158
16.0,16,3.668597
17.0,17,3.687776
11.0,11,3.698379
18.0,18,3.717511
15.0,15,3.731856
13.0,13,3.745709
23.0,23,3.770437
9.0,9,3.777966
40.0,40,3.817692
27.0,27,3.844065
