% time spent exploring,episodes,mean 100 episode reward,steps
2,100,-330.8,32810
2,200,-97.2,42631
2,300,-84.0,51135
2,400,-85.9,59828
2,500,-86.6,68584
2,600,-87.6,77447
2,700,-82.4,85789
2,800,-84.7,94357
