% time spent exploring,episodes,mean 100 episode reward,steps
2,100,-229.9,22838
2,200,-148.2,37758
2,300,-88.8,46737
2,400,-86.0,55441
2,500,-80.2,63559
2,600,-81.1,71766
2,700,-83.2,80185
2,800,-80.6,88346
2,900,-78.0,96243
