% time spent exploring,episodes,mean 100 episode reward,steps
2,100,-333.3,33051
2,200,-93.1,42459
2,300,-119.1,54463
2,400,-92.2,63779
2,500,-97.0,73584
2,600,-85.3,82210
2,700,-84.1,90717
2,800,-88.4,99657
