% time spent exploring,episodes,mean 100 episode reward,steps
2,100,-322.4,31970
2,200,-90.4,41106
2,300,-88.2,50021
2,400,-89.3,59055
2,500,-87.7,67928
2,600,-91.9,77219
2,700,-94.5,86770
2,800,-79.4,94813
