# {"t_start": 1587628295.3465002, "env_id": "Acrobot-v1"} 
r,l,t
-500.0,500,1.997892
-500.0,500,2.294305
-500.0,500,4.604859
-500.0,500,6.82893
-500.0,500,9.058949
-500.0,500,11.286612
-294.0,295,12.600564
-479.0,480,14.738848
-500.0,500,16.965593
-500.0,500,19.196506
-500.0,500,21.425055
-392.0,393,23.188271
-331.0,332,24.674904
-364.0,365,26.311623
-323.0,324,27.761306
-500.0,500,30.003595
-272.0,273,31.226336
-500.0,500,33.461198
-500.0,500,35.696208
-409.0,410,37.530638
-500.0,500,39.767575
-500.0,500,42.004563
-500.0,500,44.259295
-500.0,500,46.508173
-500.0,500,48.753843
-500.0,500,50.998373
-500.0,500,53.245863
-500.0,500,55.494394
-396.0,397,57.279902
-220.0,221,58.271387
-452.0,453,60.308309
-233.0,234,61.359218
-318.0,319,62.796325
-500.0,500,65.042409
-500.0,500,67.288391
-500.0,500,69.541324
-393.0,394,71.314281
-500.0,500,73.572152
-500.0,500,75.830188
-500.0,500,78.080825
-500.0,500,80.320218
-500.0,500,82.548136
-500.0,500,84.799539
-401.0,402,86.545935
-307.0,308,87.934051
-238.0,239,89.007799
-169.0,170,89.772198
-500.0,500,92.059818
-500.0,500,94.336376
-500.0,500,96.611671
-500.0,500,98.891033
-500.0,500,101.157832
-379.0,380,102.867852
-500.0,500,105.117715
-422.0,423,107.015902
-269.0,270,108.222088
-500.0,500,110.485303
-500.0,500,112.742067
-500.0,500,114.997775
-500.0,500,117.249367
-193.0,194,118.124523
-303.0,304,119.500603
-500.0,500,121.757509
-500.0,500,124.01654
-500.0,500,126.275545
-82.0,83,126.651001
-106.0,107,127.133607
-130.0,131,127.726278
-116.0,117,128.254825
-119.0,120,128.796023
-136.0,137,129.414459
-75.0,76,129.757759
-161.0,162,130.492015
-120.0,121,131.041457
-67.0,68,131.349047
-157.0,158,132.062814
-72.0,73,132.392007
-159.0,160,133.116125
-75.0,76,133.461277
-98.0,99,133.909291
-72.0,73,134.23833
-88.0,89,134.642237
-72.0,73,134.973286
-79.0,80,135.334585
-109.0,110,135.832361
-70.0,71,136.152721
-96.0,97,136.59213
-82.0,83,136.968153
-114.0,115,137.488751
-61.0,62,137.769351
-100.0,101,138.227686
-79.0,80,138.593048
-107.0,108,139.08212
-97.0,98,139.526464
-101.0,102,139.988546
-83.0,84,140.369376
-105.0,106,140.849777
-77.0,78,141.202741
-92.0,93,141.624582
-94.0,95,142.057468
-121.0,122,142.611561
-99.0,100,143.067375
-88.0,89,143.47173
-99.0,100,143.924956
-115.0,116,144.451072
-82.0,83,144.827398
-122.0,123,145.385346
-108.0,109,145.880782
-146.0,147,146.551169
-63.0,64,146.842578
-95.0,96,147.278011
-90.0,91,147.690913
-75.0,76,148.035347
-203.0,204,148.962147
-93.0,94,149.389131
-79.0,80,149.752472
-90.0,91,150.167522
-109.0,110,150.666861
-81.0,82,151.040172
-78.0,79,151.398114
-108.0,109,151.893573
-68.0,69,152.20769
-69.0,70,152.526169
-83.0,84,152.906617
-88.0,89,153.311047
-80.0,81,153.67996
-102.0,103,154.148358
-83.0,84,154.530689
-126.0,127,155.107527
-74.0,75,155.447843
-74.0,75,155.787375
-99.0,100,156.241693
-102.0,103,156.710045
-117.0,118,157.245975
-211.0,212,158.21098
-115.0,116,158.737584
-97.0,98,159.182705
-81.0,82,159.555221
-96.0,97,159.996239
-91.0,92,160.413374
-63.0,64,160.703022
-85.0,86,161.092446
-83.0,84,161.473284
-87.0,88,161.877694
-85.0,86,162.267293
-63.0,64,162.555809
-95.0,96,162.989952
-76.0,77,163.338464
-79.0,80,163.700884
-80.0,81,164.066136
-73.0,74,164.401161
-123.0,124,164.962669
-89.0,90,165.368781
-92.0,93,165.792328
-62.0,63,166.07645
-62.0,63,166.361341
-76.0,77,166.709659
-80.0,81,167.077996
-75.0,76,167.424877
-87.0,88,167.826147
-94.0,95,168.259599
-74.0,75,168.602092
-93.0,94,169.030268
-74.0,75,169.376053
-79.0,80,169.741769
-91.0,92,170.161364
-92.0,93,170.585643
-81.0,82,170.958615
-76.0,77,171.311002
-73.0,74,171.64852
-105.0,106,172.131322
-106.0,107,172.6191
-76.0,77,172.970293
-93.0,94,173.398423
-77.0,78,173.756815
-79.0,80,174.122184
-106.0,107,174.61073
-63.0,64,174.901954
-71.0,72,175.230198
-79.0,80,175.594924
-78.0,79,175.955012
-74.0,75,176.294572
-102.0,103,176.762053
-83.0,84,177.143694
-89.0,90,177.554256
-98.0,99,178.004321
-100.0,101,178.515961
-91.0,92,178.935707
-83.0,84,179.319019
-82.0,83,179.69583
-70.0,71,180.0206
-84.0,85,180.409109
-108.0,109,180.910262
-91.0,92,181.330633
-60.0,61,181.608394
-102.0,103,182.079437
-75.0,76,182.430374
-68.0,69,182.745919
-107.0,108,183.239303
-82.0,83,183.618159
-73.0,74,183.957615
-89.0,90,184.369089
-116.0,117,184.902033
-72.0,73,185.235531
-101.0,102,185.700819
-95.0,96,186.139043
-79.0,80,186.504228
-83.0,84,186.886603
-91.0,92,187.306386
-75.0,76,187.654008
-76.0,77,188.005662
-89.0,90,188.419102
-106.0,107,188.905766
-84.0,85,189.293571
-92.0,93,189.718568
-95.0,96,190.157385
-64.0,65,190.453906
-94.0,95,190.887919
-100.0,101,191.348397
-79.0,80,191.713492
-78.0,79,192.07477
-85.0,86,192.466043
-76.0,77,192.818055
-71.0,72,193.14684
-97.0,98,193.593541
-97.0,98,194.040247
-72.0,73,194.372519
-88.0,89,194.779071
-125.0,126,195.354239
-69.0,70,195.673919
-75.0,76,196.020998
-81.0,82,196.393887
