# {"t_start": 1587569596.3717947, "env_id": "Acrobot-v1"} 
r,l,t
-500.0,500,2.25748
-500.0,500,3.052397
-500.0,500,3.935255
-500.0,500,4.811877
-500.0,500,5.679554
-500.0,500,6.707873
-500.0,500,7.599344
-500.0,500,8.475617
-500.0,500,9.366076
-500.0,500,10.281678
-500.0,500,11.164082
-500.0,500,12.093884
-500.0,500,12.997525
-500.0,500,13.912693
-500.0,500,14.739323
-500.0,500,15.552752
-500.0,500,16.342456
-500.0,500,17.259271
-500.0,500,18.103614
-500.0,500,18.982814
-369.0,370,19.689149
-500.0,500,20.577895
-500.0,500,21.638268
-500.0,500,22.579851
-500.0,500,23.767003
-500.0,500,24.866933
-500.0,500,25.925062
-500.0,500,26.918288
-500.0,500,28.283912
-500.0,500,29.77733
-500.0,500,30.798564
-500.0,500,32.150984
-500.0,500,33.229486
-500.0,500,34.43549
-500.0,500,35.583865
-500.0,500,36.946494
-500.0,500,38.251335
-500.0,500,39.494468
-500.0,500,40.720385
-500.0,500,42.017444
-500.0,500,43.414004
-500.0,500,44.401314
-500.0,500,45.427665
-500.0,500,46.735809
-500.0,500,48.010856
-500.0,500,49.339941
-500.0,500,50.558908
-500.0,500,51.716053
-500.0,500,52.692223
-500.0,500,53.967635
-500.0,500,55.223929
-500.0,500,56.365643
-500.0,500,57.577221
-500.0,500,58.689502
-500.0,500,59.855213
-500.0,500,60.889068
-500.0,500,62.049512
-500.0,500,63.288362
-500.0,500,64.378478
-500.0,500,65.596357
-500.0,500,66.713914
-500.0,500,67.865065
-500.0,500,69.000919
-500.0,500,70.105268
-500.0,500,71.430165
-500.0,500,72.556203
-500.0,500,73.554154
-500.0,500,74.62875
-500.0,500,75.699737
-500.0,500,76.815283
-500.0,500,77.829044
-500.0,500,78.881507
-500.0,500,80.011887
-500.0,500,81.283835
-500.0,500,82.362167
-500.0,500,83.451881
-500.0,500,84.564207
-500.0,500,85.694499
-500.0,500,86.950742
-500.0,500,87.965927
-500.0,500,89.054204
-500.0,500,90.095533
-500.0,500,91.100407
-500.0,500,92.261344
-500.0,500,93.474181
-500.0,500,94.537253
-500.0,500,95.643656
-500.0,500,96.830629
-500.0,500,98.049364
-500.0,500,99.293594
-500.0,500,100.453671
-500.0,500,101.695737
-500.0,500,102.840792
-500.0,500,104.059248
-500.0,500,105.139766
-500.0,500,106.387716
-500.0,500,107.547332
-500.0,500,108.700018
-500.0,500,109.706238
-500.0,500,110.821837
-500.0,500,111.942984
-500.0,500,112.959109
-500.0,500,114.261246
-500.0,500,115.533699
-500.0,500,116.693514
-500.0,500,117.942355
-500.0,500,119.013669
-500.0,500,120.149817
-500.0,500,121.365347
-500.0,500,122.514394
-500.0,500,123.659172
-500.0,500,124.767252
-500.0,500,125.899017
-500.0,500,127.083843
-500.0,500,128.223925
-500.0,500,129.34595
-500.0,500,130.429005
-500.0,500,131.621891
-500.0,500,132.795856
-500.0,500,133.947481
-500.0,500,135.137255
-499.0,500,136.282395
-500.0,500,137.365317
-500.0,500,138.508108
-500.0,500,139.579936
-500.0,500,140.744108
-500.0,500,141.932137
-500.0,500,142.978803
-500.0,500,144.098222
-500.0,500,145.237366
-500.0,500,146.394813
-500.0,500,147.518872
-500.0,500,148.642832
-500.0,500,149.708479
-500.0,500,150.923888
-500.0,500,152.159719
-500.0,500,153.277873
-500.0,500,154.457093
-500.0,500,155.523872
-500.0,500,156.576812
-500.0,500,157.669889
-500.0,500,158.816256
-500.0,500,159.935965
-500.0,500,161.03797
-500.0,500,162.031019
-500.0,500,163.299868
-500.0,500,164.586652
-500.0,500,165.643254
-500.0,500,166.81174
-500.0,500,168.012373
-500.0,500,169.228212
-500.0,500,170.36585
-500.0,500,171.524525
-500.0,500,172.628108
-500.0,500,173.809047
-500.0,500,174.865806
-500.0,500,176.042218
-500.0,500,177.15248
-500.0,500,178.288173
-500.0,500,179.362072
-500.0,500,180.51162
-500.0,500,181.645037
-500.0,500,182.823715
-500.0,500,183.894068
-500.0,500,184.909792
-500.0,500,185.920496
-500.0,500,187.058634
-500.0,500,188.29854
-500.0,500,189.427155
-500.0,500,190.674655
-500.0,500,191.812042
-500.0,500,192.931972
-500.0,500,194.172162
-500.0,500,195.214796
-500.0,500,196.597674
-500.0,500,197.791963
-500.0,500,198.962432
-500.0,500,200.063004
-500.0,500,201.179923
-500.0,500,202.311885
-500.0,500,203.527519
-500.0,500,204.66264
-500.0,500,205.894053
-500.0,500,207.007825
-500.0,500,208.1534
-500.0,500,209.343901
-500.0,500,210.536376
-500.0,500,211.904428
-500.0,500,213.112084
-500.0,500,214.154201
-500.0,500,215.253872
-500.0,500,216.505747
-500.0,500,217.754674
-500.0,500,218.911979
-500.0,500,220.027735
-500.0,500,221.129722
-500.0,500,222.428765
-500.0,500,223.366721
-500.0,500,224.586766
-500.0,500,225.790226
-500.0,500,226.905823
-500.0,500,228.112682
-500.0,500,229.270965
-500.0,500,230.428557
-500.0,500,231.614282
-500.0,500,232.683062
-500.0,500,233.746747
-500.0,500,234.864189
-500.0,500,236.051596
-500.0,500,237.280169
-500.0,500,238.367044
-500.0,500,239.398853
-500.0,500,240.558689
-500.0,500,241.687131
-500.0,500,242.68451
-500.0,500,243.95103
-500.0,500,245.247116
-500.0,500,246.48191
-500.0,500,247.524306
-500.0,500,248.669059
-500.0,500,249.848386
-500.0,500,250.942712
-500.0,500,252.024409
-500.0,500,253.174128
-500.0,500,254.236418
-500.0,500,255.272172
-500.0,500,256.412583
-500.0,500,257.554964
-500.0,500,258.66089
-500.0,500,259.773657
-500.0,500,261.031498
-500.0,500,262.26327
-500.0,500,263.508828
-500.0,500,264.615781
-500.0,500,265.878404
-500.0,500,267.034726
-500.0,500,268.235097
-500.0,500,269.508202
-500.0,500,270.706396
-500.0,500,271.805781
-500.0,500,273.017532
-500.0,500,274.131624
-500.0,500,275.161717
-500.0,500,276.510971
-500.0,500,277.575734
-500.0,500,278.592849
-500.0,500,279.845798
-500.0,500,281.073153
-500.0,500,282.227207
-500.0,500,283.297995
-500.0,500,284.448874
-500.0,500,285.402457
-500.0,500,286.546842
-500.0,500,287.822569
-500.0,500,288.936773
-500.0,500,290.11986
-500.0,500,291.199678
-500.0,500,292.274142
-500.0,500,293.491258
-500.0,500,294.749483
-500.0,500,296.022725
-500.0,500,297.241091
-500.0,500,298.424196
-500.0,500,299.617514
-500.0,500,300.79134
-500.0,500,302.10914
-500.0,500,303.369847
-500.0,500,304.634859
-500.0,500,305.782544
-500.0,500,306.915624
-500.0,500,308.021956
-500.0,500,309.219159
-500.0,500,310.36756
-500.0,500,311.590203
-500.0,500,312.780407
-500.0,500,313.919526
-500.0,500,315.07314
-500.0,500,316.153235
-500.0,500,317.261127
