% time spent exploring,episodes,mean 100 episode reward,steps
2,100,-261.3,25935
2,200,-122.2,38254
2,300,-85.4,46894
2,400,-110.6,58055
2,500,-86.0,66756
2,600,-81.8,75035
2,700,-85.9,83721
2,800,-80.8,91900
2,900,-78.2,99820
