# {"t_start": 1586930826.4594705, "env_id": "Acrobot-v1"} 
r,l,t
-500.0,500,2.007452
-500.0,500,2.300841
-500.0,500,4.613429
-500.0,500,6.831561
-500.0,500,9.056226
-500.0,500,11.282266
-500.0,500,13.51079
-500.0,500,15.72597
-500.0,500,17.951047
-500.0,500,20.19125
-500.0,500,22.435508
-500.0,500,24.674214
-500.0,500,26.915913
-500.0,500,29.15712
-500.0,500,31.395372
-500.0,500,33.767748
-500.0,500,36.000137
-500.0,500,38.234019
-500.0,500,40.475591
-500.0,500,42.716303
-500.0,500,44.959813
-500.0,500,47.211721
-500.0,500,49.460787
-500.0,500,51.714858
-500.0,500,53.964841
-500.0,500,56.21596
-500.0,500,58.466369
-500.0,500,60.714078
-500.0,500,62.963421
-500.0,500,65.212493
-500.0,500,67.47039
-358.0,359,69.093475
-500.0,500,71.348962
-500.0,500,73.612638
-447.0,448,75.636288
-500.0,500,77.885759
-500.0,500,80.133447
-500.0,500,82.382471
-469.0,470,84.499098
-500.0,500,86.747458
-380.0,381,88.459766
-313.0,314,89.868433
-500.0,500,92.10895
-500.0,500,94.359206
-330.0,331,95.864194
-474.0,475,98.016277
-330.0,331,99.518745
-396.0,397,101.307745
-264.0,265,102.49277
-485.0,486,104.684997
-344.0,345,106.234059
-422.0,423,108.132226
-253.0,254,109.272617
-500.0,500,111.516775
-311.0,312,112.917219
-300.0,301,114.273757
-308.0,309,115.672101
-297.0,298,117.021718
-292.0,293,118.348882
-316.0,317,119.786814
-363.0,364,121.436604
-385.0,386,123.186597
-372.0,373,124.87742
-268.0,269,126.094529
-299.0,300,127.456307
-158.0,159,128.178111
-340.0,341,129.720483
-450.0,451,131.766267
-373.0,374,133.464289
-388.0,389,135.235597
-307.0,308,136.637414
-316.0,317,138.071805
-197.0,198,138.967094
-240.0,241,140.057086
-229.0,230,141.095842
-342.0,343,142.650751
-157.0,158,143.364043
-171.0,172,144.145065
-213.0,214,145.112128
-246.0,247,146.235518
-250.0,251,147.371781
-250.0,251,148.515399
-208.0,209,149.462486
-280.0,281,150.733837
-277.0,278,151.992311
-201.0,202,152.905815
-266.0,267,154.115924
-250.0,251,155.254527
-207.0,208,156.201164
-183.0,184,157.034971
-177.0,178,157.843586
-164.0,165,158.592892
-222.0,223,159.605928
-197.0,198,160.503424
-142.0,143,161.15287
-189.0,190,162.015074
-271.0,272,163.253106
-263.0,264,164.453691
-253.0,254,165.611891
-212.0,213,166.581251
-175.0,176,167.385274
-141.0,142,168.032208
-177.0,178,168.846159
-215.0,216,169.83207
-111.0,112,170.344869
-148.0,149,171.025968
-182.0,183,171.862175
-223.0,224,172.882389
-235.0,236,173.959588
-274.0,275,175.215761
-203.0,204,176.145796
-270.0,271,177.382519
-205.0,206,178.32353
-150.0,151,179.069124
-193.0,194,179.958778
-269.0,270,181.193846
-179.0,180,182.016632
-140.0,141,182.660613
-164.0,165,183.416066
-124.0,125,183.990118
-186.0,187,184.844767
-182.0,183,185.681239
-251.0,252,186.833261
-153.0,154,187.541877
-131.0,132,188.144165
-155.0,156,188.857222
-167.0,168,189.626707
-137.0,138,190.259991
-178.0,179,191.081863
-154.0,155,191.805259
-137.0,138,192.441147
-149.0,150,193.126951
-180.0,181,193.952177
-149.0,150,194.63947
-192.0,193,195.532021
-197.0,198,196.433584
-133.0,134,197.044537
-202.0,203,197.970964
-240.0,241,199.067832
-199.0,200,199.978118
-181.0,182,200.804266
-201.0,202,201.721397
-500.0,500,203.993208
-109.0,110,204.493525
-162.0,163,205.232502
-131.0,132,205.831452
-144.0,145,206.489765
-185.0,186,207.337481
-183.0,184,208.172327
-207.0,208,209.116174
-135.0,136,209.736444
-159.0,160,210.461712
-98.0,99,210.910138
-131.0,132,211.520092
-149.0,150,212.20101
-147.0,148,212.871544
-178.0,179,213.681374
-156.0,157,214.393675
-149.0,150,215.081473
-136.0,137,215.714136
-144.0,145,216.377002
-147.0,148,217.054068
-195.0,196,217.953206
-157.0,158,218.675723
-146.0,147,219.348636
-172.0,173,220.137693
-204.0,205,221.069906
-122.0,123,221.631381
-147.0,148,222.30514
-115.0,116,222.832585
-187.0,188,223.691839
-120.0,121,224.250458
-197.0,198,225.152763
-249.0,250,226.299131
