% time spent exploring,episodes,mean 100 episode reward,steps
2,100,-229.4,22791
2,200,-171.2,40009
2,300,-93.3,49439
2,400,-84.6,58001
2,500,-85.7,66670
2,600,-83.7,75139
2,700,-79.6,83197
2,800,-78.1,91104
2,900,-73.7,98576
