% time spent exploring,episodes,mean 100 episode reward,steps
2,100,-312.7,31025
2,200,-119.4,43063
2,300,-89.8,52148
2,400,-90.4,61291
2,500,-87.8,70170
2,600,-86.8,78950
2,700,-85.3,87580
2,800,-82.9,95974
