% time spent exploring,episodes,mean 100 episode reward,steps
2,100,-338.7,33587
2,200,-111.7,44854
2,300,-90.9,54040
2,400,-92.9,63427
2,500,-102.2,73752
2,600,-89.6,82816
2,700,-83.4,91253
2,800,-83.6,99718
