% time spent exploring,episodes,mean 100 episode reward,steps
2,100,-296.5,29416
2,200,-83.3,37850
2,300,-83.7,46316
2,400,-86.1,55023
2,500,-86.4,63763
2,600,-86.2,72483
2,700,-76.8,80259
2,800,-78.1,88170
2,900,-76.2,95888
