% time spent exploring,episodes,mean 100 episode reward,steps
2,100,-285.2,28300
2,200,-111.5,39547
2,300,-113.5,50999
2,400,-87.6,59859
2,500,-82.9,68252
2,600,-82.2,76567
2,700,-79.6,84630
2,800,-78.6,92593
