eplenmean,eprewmean,explained_variance,fps,nupdates,policy_entropy,total_timesteps,value_loss
nan,nan,0.0022264719009399414,120,1,1.0986016988754272,32,282.1018981933594
500.0,-500.0,-0.015290260314941406,769,100,1.0985820293426514,3200,293.2403564453125
500.0,-500.0,0.0929403305053711,809,200,1.0984325408935547,6400,278.2601623535156
500.0,-500.0,0.02117621898651123,825,300,1.0978784561157227,9600,253.2298583984375
500.0,-500.0,0.011836230754852295,834,400,1.090922236442566,12800,223.26510620117188
500.0,-500.0,0.2838976979255676,834,500,1.0896016359329224,16000,131.80935668945312
500.0,-500.0,-0.16544842720031738,835,600,1.0642943382263184,19200,86.68922424316406
500.0,-500.0,0.07175099849700928,835,700,0.942706286907196,22400,19.035585403442383
500.0,-500.0,0.06548988819122314,834,800,0.6776505708694458,25600,0.007391664199531078
500.0,-500.0,-343.77850341796875,836,900,1.0171244144439697,28800,0.03178994730114937
491.0,-490.9384615384615,0.5250497162342072,838,1000,0.6644994020462036,32000,0.0005493147182278335
491.76056338028167,-491.7042253521127,-0.934894323348999,837,1100,1.0660468339920044,35200,0.0005498064565472305
490.03846153846155,-489.97435897435895,-4.783942699432373,839,1200,1.0935328006744385,38400,5.392899038270116e-05
490.4047619047619,-490.3333333333333,-10.743850708007812,840,1300,1.097922444343567,41600,3.0160579626681283e-05
491.14285714285717,-491.0769230769231,-3.452073097229004,840,1400,1.070634365081787,44800,3.950702375732362e-05
491.69072164948454,-491.62886597938143,-3.955470085144043,843,1500,1.098479986190796,48000,3.5661214496940374e-06
491.8,-491.73,0.0001583099365234375,843,1600,1.021541714668274,51200,3315.009765625
491.8,-491.73,-1.5548865795135498,842,1700,0.9617124199867249,54400,8.39847416500561e-05
491.8,-491.73,-141.20167541503906,840,1800,0.9751393795013428,57600,0.06543155014514923
491.8,-491.73,-0.510654091835022,839,1900,1.0557892322540283,60800,0.0006968883099034429
491.05,-490.97,-0.6340843439102173,839,2000,1.0898998975753784,64000,0.00015572665142826736
491.05,-490.97,-9.500980377197266e-05,840,2100,0.2819873094558716,67200,0.00042590993689373136
491.05,-490.97,-11.159879684448242,840,2200,1.0872496366500854,70400,2.8903959901072085e-06
491.05,-490.97,0.25763916969299316,840,2300,1.0979437828063965,73600,3.016757545992732e-05
491.05,-490.97,-0.07373225688934326,839,2400,1.054018497467041,76800,2.33979426411679e-05
494.68,-494.63,-1.5724287033081055,839,2500,1.098517894744873,80000,3.901677700923756e-05
496.9,-496.86,0.01697450876235962,840,2600,0.37602680921554565,83200,0.00047374205314554274
496.9,-496.86,0.38384348154067993,840,2700,1.0918869972229004,86400,6.25589927949477e-06
498.03,-497.99,0.07209157943725586,841,2800,0.9822119474411011,89600,0.0002527089382056147
498.32,-498.29,-0.21435022354125977,837,2900,1.0906572341918945,92800,3.597647446440533e-05
497.47,-497.43,-0.0019290447235107422,828,3000,1.0323385000228882,96000,0.016447018831968307
497.47,-497.43,-1.4998254776000977,824,3100,1.091429591178894,99200,1.998633160837926e-05
497.61,-497.58,-0.6545823812484741,821,3200,1.0920054912567139,102400,5.8642788644647226e-05
497.03,-496.99,-204.17764282226562,819,3300,1.000380277633667,105600,1.2611593774636276e-05
497.03,-496.99,-1086.785888671875,816,3400,1.0923714637756348,108800,0.0009542253683321178
497.78,-497.75,-0.10576415061950684,814,3500,1.0381441116333008,112000,2.2348765924107283e-05
497.78,-497.75,-0.049369215965270996,811,3600,1.0099256038665771,115200,0.00031285075237974524
497.78,-497.75,1.8358230590820312e-05,809,3700,1.0806496143341064,118400,3992.7587890625
497.78,-497.75,-0.011527776718139648,807,3800,0.7198371291160583,121600,0.00043942625052295625
497.78,-497.75,-1.0446186065673828,805,3900,1.0946238040924072,124800,0.00038039975333958864
497.78,-497.75,-0.15948081016540527,803,4000,1.0801794528961182,128000,0.0005798344500362873
497.78,-497.75,-0.6401453018188477,801,4100,0.983371376991272,131200,1.4184701285557821e-05
497.78,-497.75,0.0014827251434326172,799,4200,1.0019588470458984,134400,3997.5478515625
497.78,-497.75,-0.36351191997528076,797,4300,1.0915448665618896,137600,5.2933264669263735e-06
498.57,-498.55,-0.059470295906066895,796,4400,1.0906717777252197,140800,3.642938827397302e-05
499.42,-499.41,-0.005433440208435059,794,4500,0.9822222590446472,144000,0.0012445170432329178
499.42,-499.41,-1.5024263858795166,792,4600,1.0331645011901855,147200,9.685041732154787e-06
499.42,-499.41,0.00017279386520385742,791,4700,1.086212396621704,150400,3997.95361328125
500.0,-500.0,-0.4264785051345825,790,4800,1.0649296045303345,153600,0.00037749193143099546
498.54,-498.53,-0.0025081634521484375,789,4900,0.27231937646865845,156800,0.016934318467974663
498.18,-498.16,-5.653532981872559,788,5000,1.095792293548584,160000,1.3652390407514758e-05
498.18,-498.16,0.400068461894989,787,5100,1.0926324129104614,163200,2.850145938282367e-05
498.18,-498.16,-0.518700122833252,786,5200,1.0886777639389038,166400,4.5576616685139015e-06
498.18,-498.16,-0.8007718324661255,784,5300,1.0961116552352905,169600,5.553907612920739e-06
498.18,-498.16,-0.2780803442001343,783,5400,1.0480139255523682,172800,6.7981927713844925e-06
498.18,-498.16,-0.0024045705795288086,782,5500,0.9999204874038696,176000,0.00040374835953116417
498.18,-498.16,-1.7689166069030762,781,5600,1.097930669784546,179200,2.6554953365121037e-06
498.08,-498.05,-0.017850041389465332,780,5700,1.0715885162353516,182400,3.4095523005817086e-05
498.08,-498.05,0.03125429153442383,780,5800,1.0602753162384033,185600,7.729850040050223e-05
498.08,-498.05,-0.011532187461853027,779,5900,0.9736900329589844,188800,0.0001971341553144157
498.08,-498.05,-0.08202123641967773,778,6000,1.0964221954345703,192000,0.0001735900150379166
498.08,-498.05,1.913309097290039e-05,777,6100,1.0941572189331055,195200,5689.8369140625
498.08,-498.05,-0.06800603866577148,776,6200,1.0543919801712036,198400,4.495376560953446e-05
498.08,-498.05,-1.5688436031341553,776,6300,1.094954013824463,201600,9.3045127869118e-06
499.54,-499.52,-0.5861051082611084,775,6400,1.0782639980316162,204800,2.9359791369643062e-05
498.89,-498.86,-1.4858150482177734,774,6500,0.9617389440536499,208000,2.913860407716129e-05
499.25,-499.23,-0.013150453567504883,773,6600,0.9407585859298706,211200,7.760761945974082e-06
499.14,-499.11,-10.256949424743652,773,6700,0.9561817646026611,214400,2.7323379981680773e-05
499.14,-499.11,0.15455210208892822,772,6800,1.0945360660552979,217600,0.00010129563452210277
499.14,-499.11,0.02405911684036255,771,6900,0.9494152665138245,220800,0.00040946583612821996
499.14,-499.11,-36.38762664794922,771,7000,1.0953991413116455,224000,7.406426448142156e-06
499.14,-499.11,-0.7130732536315918,770,7100,1.0663211345672607,227200,7.239463593577966e-05
499.24,-499.22,-2.6343510150909424,770,7200,0.9789903163909912,230400,5.9769765357486904e-05
499.24,-499.22,-33.77660369873047,769,7300,1.0983922481536865,233600,6.449307693401352e-05
497.8,-497.77,-6.880685329437256,768,7400,1.098146915435791,236800,2.0519117242656648e-05
497.8,-497.77,0.0002579689025878906,768,7500,1.0876736640930176,240000,903.244873046875
497.8,-497.77,-3.24863338470459,767,7600,1.0836142301559448,243200,7.503813685616478e-05
497.8,-497.77,-0.7815191745758057,767,7700,1.0972384214401245,246400,4.582587644108571e-05
497.8,-497.77,-0.16142284870147705,767,7800,1.0781786441802979,249600,2.2716176317771897e-05
497.8,-497.77,-5.365359783172607,766,7900,1.0938231945037842,252800,1.7081623809644952e-05
497.8,-497.77,9.143352508544922e-05,765,8000,1.0772982835769653,256000,900.5877685546875
498.45,-498.43,0.004649102687835693,765,8100,1.0130970478057861,259200,0.00018404048751108348
498.45,-498.43,-0.44799304008483887,764,8200,1.0971230268478394,262400,2.670276808203198e-05
498.56,-498.55,0.39654970169067383,764,8300,1.0855562686920166,265600,6.54548202874139e-05
498.56,-498.55,-0.2778879404067993,763,8400,1.0650273561477661,268800,0.0002183999022236094
498.56,-498.55,2.4020671844482422e-05,763,8500,1.0971485376358032,272000,900.8111572265625
498.56,-498.55,-0.07626712322235107,763,8600,1.0959739685058594,275200,7.173697667894885e-05
496.97,-496.95,-42.50010299682617,762,8700,0.9328904151916504,278400,3.212553565390408e-05
496.97,-496.95,0.5680436491966248,762,8800,1.0956387519836426,281600,0.0003288204316049814
497.74,-497.72,0.034615278244018555,762,8900,0.9288405776023865,284800,0.010436901822686195
497.74,-497.72,-0.15870046615600586,761,9000,0.6165280342102051,288000,0.00021377636585384607
497.74,-497.72,-8.155454635620117,761,9100,1.0876667499542236,291200,0.00011922881822101772
497.21,-497.18,-2.1336004734039307,760,9200,1.0782973766326904,294400,0.0027611779514700174
497.21,-497.18,0.05148351192474365,760,9300,1.097771167755127,297600,0.00011584296589717269
497.21,-497.18,-0.015970826148986816,760,9400,1.0406179428100586,300800,0.00089643633691594
497.21,-497.18,0.011279821395874023,759,9500,1.0737276077270508,304000,0.0006353209028020501
497.21,-497.18,0.00023931264877319336,759,9600,1.0806379318237305,307200,5918.20263671875
497.21,-497.18,-0.39535200595855713,759,9700,1.071968674659729,310400,5.191377567825839e-05
497.21,-497.18,-0.35519587993621826,758,9800,1.0975847244262695,313600,1.7844189642346464e-05
497.21,-497.18,-703.9108276367188,758,9900,0.9665213823318481,316800,4.434896254679188e-06
497.21,-497.18,-1.6089723110198975,758,10000,1.0958116054534912,320000,0.00028591332375071943
